DISTRICT_NUMBER|SCHOOL_NUMBER|EMH_LEVEL|CONTENT_AREA|YEAR|STUDENTGROUP|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT|ENROLLMENT_PERCENTAGE
470|5579|H|2|2012|4|49|75|47|42.6|83|106|NULL
470|5579|H|2|2012|12|57|1|100|100|154|155|NULL
470|5579|H|2|2012|11|60.5|66|44.9|40.9|156|162|NULL
470|5579|H|1|2012|11|54.5|99|1.9|1.3|154|160|NULL
470|5579|H|1|2012|7|59|31|59.1|64.4|585|673|NULL
470|5579|H|1|2012|8|47|99|5.9|7.9|34|38|NULL
470|5579|H|1|2012|2|61|35|57.5|60.3|318|363|NULL
470|5579|H|2|2012|10|59|1|100|100|151|152|NULL
470|5579|H|1|2012|1|54|39|54.8|62.3|301|348|NULL
470|5579|H|1|2013|6|55.5|99|15.7|14.5|70|76|NULL
470|5579|H|2|2013|6|52|48|49.3|45.5|69|77|NULL
470|5579|H|2|2013|12|53.5|1|100|100|148|148|NULL
470|5579|H|2|2013|3|54|2|92.4|93.1|502|565|NULL
470|5579|H|2|2013|5|53|2|90.8|91.3|524|596|NULL
470|5579|H|1|2013|7|57|34|59.6|62.4|574|644|NULL
470|5579|H|1|2013|8|71|99|10|13.8|20|29|NULL
470|5579|H|1|2013|3|59|25|65.1|68.1|502|565|NULL
470|5579|H|1|2013|12|58.5|1|99.3|100|150|150|NULL
470|5579|H|1|2013|5|58|28|63.5|66.2|524|597|NULL
470|5579|H|2|2013|4|46|42|50.5|49.1|91|108|NULL
470|5579|H|1|2013|2|57|43|54.2|58.2|295|340|NULL
470|5579|H|2|2013|1|50.5|2|83.6|82.9|298|333|NULL
470|5579|H|2|2013|2|58|2|88.5|89.1|295|340|NULL
470|5579|H|1|2013|10|56|2|89.1|91.5|129|129|NULL
470|5579|H|1|2013|1|58|28|61.5|62.5|299|333|NULL
470|5579|H|1|2013|11|56|99|5.5|5.3|145|152|NULL
470|5579|H|1|2013|4|52|99|18.5|19.4|92|108|NULL
470|5579|H|2|2013|8|47|51|42.1|39.3|19|28|NULL
470|5579|H|2|2013|9|51|4|82.1|82.7|464|544|NULL
470|5579|H|2|2013|7|53|2|87.5|88.1|574|645|NULL
470|5579|H|1|2013|9|58|66|49.2|52.9|465|544|NULL
470|5579|H|2|2013|11|48.5|44|48.6|47.7|144|151|NULL
470|5579|H|2|2013|10|64|1|100|100|129|129|NULL
1040|5588|E|1|2011|4|34|52.5|35.7|67.9|14|28|NULL
1040|5588|E|1|2011|2|55|44|67.5|82.6|77|149|NULL
1040|5588|E|1|2011|5|61|43|66.7|83.4|171|313|NULL
1040|5588|E|1|2011|3|62|42|68.9|84.9|161|291|NULL
1040|5588|E|2|2011|12|59|14.5|86.4|100|44|44|NULL
1040|5588|E|2|2011|11|59|54.5|54.5|45.5|44|44|NULL
1040|5588|E|2|2011|8|56|63|41.2|42.9|17|28|NULL
1040|5588|E|1|2011|1|64.5|43.5|65.3|84.1|98|170|NULL
1040|5588|E|1|2011|11|58|63|44.4|44.4|45|45|NULL
1040|5588|E|2|2011|6|69.5|47|75|83.3|4|6|NULL
1040|5588|E|2|2011|2|58|28|70.1|87.5|77|152|NULL
1040|5588|E|1|2011|10|76|25|100|100|23|24|NULL
1040|5588|E|1|2011|7|60.5|41|69|86.6|158|290|NULL
1040|5588|E|1|2011|8|66|71|41.2|51.7|17|29|NULL
1040|5588|E|2|2011|7|58|32|78.3|88.4|157|292|NULL
1040|5588|E|1|2011|9|54|46|61.2|82|152|295|NULL
1040|5588|E|2|2011|9|58|37|71.5|83.1|151|296|NULL
1040|5588|E|2|2011|10|60|13|95.7|100|23|24|NULL
1040|5588|E|2|2011|1|58|35|78.4|81.5|97|168|NULL
1040|5588|E|1|2011|12|67.5|25|90.9|100|44|44|NULL
1040|5588|E|2|2011|4|55|38|53.3|80|15|30|NULL
1040|5588|E|2|2011|3|58|32|76.7|84.8|159|290|NULL
1040|5588|E|2|2011|5|58|32|74.7|84.4|170|314|NULL
1040|5588|E|1|2011|6|48.5|49|50|83.3|4|6|NULL
1040|5588|E|2|2012|11|50|51|51|46.9|49|49|NULL
1040|5588|E|2|2012|2|66|29.5|82.9|85.7|82|147|NULL
1040|5588|E|2|2012|12|50|12|93.2|100|44|44|NULL
1040|5588|E|1|2012|2|42|53|38.6|77.6|83|147|NULL
1040|5588|E|2|2012|7|59|29|80.1|87.8|161|280|NULL
1040|5588|E|1|2012|4|46|68|40|51.5|15|33|NULL
1040|5588|E|2|2012|4|34|37.5|53.8|60.6|13|34|NULL
1040|5588|E|1|2012|7|49|52|47.9|83.9|165|279|NULL
1040|5588|E|1|2012|8|34|71.5|16.7|39.3|18|28|NULL
1040|5588|E|2|2012|1|51|31|72.2|82.3|97|160|NULL
1040|5588|E|2|2012|8|60|55.5|50|44.4|18|27|NULL
1040|5588|E|1|2012|1|50.5|52.5|50|81.9|100|160|NULL
1040|5588|E|2|2012|10|51|12|100|100|15|16|NULL
1040|5588|E|1|2012|9|44|54|39.9|78.8|168|292|NULL
1040|5588|E|1|2012|6|61.5|61.5|50|40|4|5|NULL
1040|5588|E|1|2012|5|48|53|44.7|80.5|179|302|NULL
1040|5588|E|1|2012|10|85|30|100|100|15|15|NULL
1040|5588|E|2|2012|5|59|30|76.6|83.7|175|302|NULL
1040|5588|E|1|2012|12|53|28.5|70.5|100|44|44|NULL
1040|5588|E|2|2012|6|66.5|41.5|100|100|4|5|NULL
1040|5588|E|2|2012|9|60|31|75|83|164|291|NULL
1040|5588|E|1|2012|11|44.5|74|22.9|37.5|48|48|NULL
1040|5588|E|1|2012|3|48|52|45.2|83.2|168|274|NULL
1040|5588|E|2|2012|3|60|30|78.9|86.8|166|273|NULL
1040|5588|E|1|2013|8|42|68|26.7|31.6|15|19|NULL
1040|5588|E|1|2013|2|40|49|43.6|73.4|78|143|NULL
1040|5588|E|1|2013|7|42|45|48.3|75.7|145|259|NULL
1040|5588|E|1|2013|11|44|70|26.8|26.8|41|41|NULL
1040|5588|E|2|2013|1|42.5|31|70|80.7|80|135|NULL
1040|5588|E|2|2013|4|48|57|52.9|70.3|17|37|NULL
1040|5588|E|1|2013|1|48|44.5|48.8|71.9|82|135|NULL
1040|5588|E|1|2013|10|52.5|13|85.7|100|14|15|NULL
1040|5588|E|1|2013|9|41|51|42.5|71.1|146|263|NULL
1040|5588|E|2|2013|11|43|56.5|37.5|42.5|40|40|NULL
1040|5588|E|2|2013|2|47.5|26.5|71.8|82.5|78|143|NULL
1040|5588|E|2|2013|9|43.5|29.5|68.1|80.6|144|263|NULL
1040|5588|E|2|2013|10|58|9.5|100|100|14|15|NULL
1040|5588|E|1|2013|4|24|64|23.5|56.8|17|37|NULL
1040|5588|E|2|2013|6|8|48|0|80|1|5|NULL
1040|5588|E|1|2013|5|42|47|46.5|72.5|159|273|NULL
1040|5588|E|2|2013|7|47|27|76.4|85.7|144|259|NULL
1040|5588|E|1|2013|12|37|23|71.8|100|39|39|NULL
1040|5588|E|1|2013|6|57|64|0|80|1|5|NULL
1040|5588|E|2|2013|3|43|27|73|83.4|141|241|NULL
1040|5588|E|1|2013|3|44|45|49|75.1|143|241|NULL
1040|5588|E|2|2013|5|45|27|71.3|81.7|157|273|NULL
1040|5588|E|2|2013|12|39|12|89.7|100|39|39|NULL
1040|5588|E|2|2013|8|32|57.5|14.3|26.3|14|19|NULL
470|5638|E|2|2011|11|55|56|38.9|33.3|18|18|NULL
470|5638|M|1|2011|10|97|30|100|100|1|1|NULL
470|5638|E|1|2011|1|48.5|50|47.1|72.3|34|65|NULL
470|5638|E|1|2011|9|44|50|43.9|68.6|66|121|NULL
470|5638|M|2|2011|9|58|46|62.2|52.5|37|40|NULL
470|5638|E|2|2011|12|46.5|18.5|68.8|100|16|16|NULL
470|5638|E|1|2011|2|40|51|40.6|64.3|32|56|NULL
470|5638|E|1|2011|7|42.5|49.5|45|69.9|60|113|NULL
470|5638|E|1|2011|8|51.5|74.5|33.3|50|6|8|NULL
470|5638|E|2|2011|5|53.5|40.5|65.6|78.6|64|117|NULL
470|5638|E|2|2011|6|82|52.5|50|50|2|4|NULL
470|5638|M|1|2011|1|63.5|74|28.6|37.5|14|16|NULL
470|5638|M|1|2011|2|70|79.5|37.5|32|24|25|NULL
470|5638|M|1|2011|12|70|58|90|90|10|10|NULL
470|5638|M|1|2011|5|67|77|35.1|35|37|40|NULL
470|5638|M|1|2011|6|54|72|0|0|1|1|NULL
470|5638|M|2|2011|3|59|45.5|61.8|54.1|34|37|NULL
470|5638|M|2|2011|1|54.5|43|50|56.2|14|16|NULL
470|5638|M|2|2011|10|1|16|0|100|1|1|NULL
470|5638|E|2|2011|2|61.5|43|68.8|82.1|32|56|NULL
470|5638|M|2|2011|12|71.5|23|80|100|10|11|NULL
470|5638|E|2|2011|9|57|40.5|65.2|77.7|66|121|NULL
470|5638|M|2|2011|6|51|73|0|0|1|1|NULL
470|5638|M|2|2011|7|57|44|59.4|57.1|32|35|NULL
470|5638|M|1|2011|11|69.5|92|20|0|10|11|NULL
470|5638|M|1|2011|9|66|77|32.4|32.5|37|40|NULL
470|5638|M|1|2011|3|68|74.5|35.3|35.1|34|37|NULL
470|5638|E|1|2011|11|51|70|23.5|17.6|17|17|NULL
470|5638|E|1|2011|12|27|34|35.3|100|17|17|NULL
470|5638|E|1|2011|6|23|46|50|50|2|4|NULL
470|5638|M|1|2011|7|68|74.5|37.5|37.1|32|35|NULL
470|5638|M|1|2011|8|58|84.5|16.7|16.7|6|6|NULL
470|5638|E|2|2011|1|53.5|37.5|61.8|73.8|34|65|NULL
470|5638|E|1|2011|4|29|55|0|66.7|1|3|NULL
470|5638|E|2|2011|4|94|52|100|66.7|1|3|NULL
470|5638|M|2|2011|8|63|70|66.7|33.3|6|6|NULL
470|5638|M|2|2011|5|58|44|62.2|55|37|40|NULL
470|5638|M|2|2011|2|61|47|66.7|52|24|25|NULL
470|5638|M|1|2011|4|61.5|78|25|25|4|4|NULL
470|5638|M|2|2011|11|57|69|45.5|0|11|12|NULL
470|5638|E|1|2011|3|45|50|44.6|68.6|65|118|NULL
470|5638|E|2|2011|7|62|40.5|70|79.6|60|113|NULL
470|5638|E|2|2011|8|19|37.5|16.7|50|6|8|NULL
470|5638|E|1|2011|5|45.5|50|43.8|69.2|64|117|NULL
470|5638|M|2|2011|4|42.5|41.5|50|50|4|4|NULL
470|5638|E|2|2011|3|54|40|64.6|78|65|118|NULL
470|5638|M|1|2012|1|61|81|45.5|45.8|22|24|NULL
470|5638|M|1|2012|12|66.5|46|78.6|85.7|14|14|NULL
470|5638|E|2|2012|2|49|34|62.2|76.1|37|67|NULL
470|5638|E|1|2012|11|32.5|85.5|10|9.1|20|22|NULL
470|5638|M|2|2012|10|81|32|100|100|1|1|NULL
470|5638|M|2|2012|5|59|36|64.7|68.5|51|54|NULL
470|5638|E|1|2012|1|60|67.5|35|64.8|40|71|NULL
470|5638|M|2|2012|6|52|58.5|50|0|2|2|NULL
470|5638|E|1|2012|7|46|63|31.9|68.5|72|127|NULL
470|5638|E|2|2012|7|31|35.5|47.2|72.7|72|128|NULL
470|5638|E|2|2012|8|33|70|20|50|5|10|NULL
470|5638|E|1|2012|8|67|84|40|40|5|10|NULL
470|5638|M|1|2012|7|57|76|40.8|48.1|49|52|NULL
470|5638|E|2|2012|11|30|69.5|30|28.6|20|21|NULL
470|5638|E|2|2012|1|27|45.5|30|66.2|40|71|NULL
470|5638|M|2|2012|12|62|14.5|100|100|14|14|NULL
470|5638|E|2|2012|4|27|66|28.6|27.3|7|11|NULL
470|5638|M|2|2012|7|58|35|65.3|67.3|49|52|NULL
470|5638|E|2|2012|9|32|36|45.5|71|77|138|NULL
470|5638|E|2|2012|12|30|17|55|100|20|20|NULL
470|5638|M|1|2012|4|30|79|22.2|33.3|9|9|NULL
470|5638|M|1|2012|2|56|72|36.7|45.2|30|31|NULL
470|5638|M|1|2012|10|43|17|100|100|1|1|NULL
470|5638|E|1|2012|3|53|63|34.3|68.3|70|126|NULL
470|5638|E|1|2012|4|21|78|14.3|45.5|7|11|NULL
470|5638|E|1|2012|6|7|57|0|66.7|1|3|NULL
470|5638|M|2|2012|1|56.5|37|59.1|66.7|22|24|NULL
470|5638|M|2|2012|2|60|36|67.7|65.6|31|32|NULL
470|5638|M|2|2012|4|59|46|60|50|10|10|NULL
470|5638|M|2|2012|8|59|51|50|50|4|4|NULL
470|5638|E|2|2012|3|32.5|35|47.1|74.8|70|127|NULL
470|5638|M|1|2012|3|59|76|44.2|47.8|43|46|NULL
470|5638|M|1|2012|11|70|97|8.3|0|12|12|NULL
470|5638|M|1|2012|8|83|95|33.3|0|3|3|NULL
470|5638|E|1|2012|2|35|61|29.7|68.2|37|66|NULL
470|5638|E|1|2012|12|41.5|46|35|100|20|20|NULL
470|5638|E|1|2012|9|46|63|32.5|66.4|77|137|NULL
470|5638|M|1|2012|6|19.5|85|0|0|2|2|NULL
470|5638|M|2|2012|9|58.5|37|63.5|65.5|52|55|NULL
470|5638|E|1|2012|5|48.5|63|32.9|66.4|76|134|NULL
470|5638|M|1|2012|9|59|78|39.2|44.4|51|54|NULL
470|5638|E|2|2012|6|74|67|100|0|1|3|NULL
470|5638|E|2|2012|5|31|36|44.7|72.6|76|135|NULL
470|5638|M|1|2012|5|59|76.5|42|47.2|50|53|NULL
470|5638|M|2|2012|11|58|67|30.8|7.7|13|13|NULL
470|5638|M|2|2012|3|56|37|65.1|69.6|43|46|NULL
470|5638|E|2|2013|8|45.5|73.5|25|11.1|4|9|NULL
470|5638|E|2|2013|7|56.5|37|51.6|77.8|62|126|NULL
470|5638|E|1|2013|7|46.5|53.5|40.3|73.8|62|126|NULL
470|5638|E|2|2013|4|43|70|0|58.3|5|12|NULL
470|5638|E|1|2013|2|35.5|52|38.9|74|36|73|NULL
470|5638|E|1|2013|8|8|78|0|11.1|4|9|NULL
470|5638|M|2|2013|12|65.5|11|83.3|94.4|18|18|NULL
470|5638|M|1|2013|2|71|81|39.3|46.9|28|32|NULL
470|5638|M|1|2013|3|71|75|40.4|49.2|57|65|NULL
470|5638|M|1|2013|4|46.5|82|25|36.4|8|11|NULL
470|5638|E|2|2013|2|57|31|58.3|80.8|36|73|NULL
470|5638|M|1|2013|5|71|77|38.5|47.4|65|76|NULL
470|5638|M|2|2013|3|76|33|91.2|87.7|57|65|NULL
470|5638|M|2|2013|10|84|8|100|100|3|3|NULL
470|5638|M|2|2013|5|75|31|86.2|82.9|65|76|NULL
470|5638|M|1|2013|1|69|75|37.8|47.7|37|44|NULL
470|5638|E|2|2013|5|56.5|38|50|73.3|66|135|NULL
470|5638|M|2|2013|4|64|26|50|54.5|8|11|NULL
470|5638|E|1|2013|1|49|64|36.7|64.5|30|62|NULL
470|5638|M|1|2013|12|63.5|40|66.7|83.3|18|18|NULL
470|5638|M|1|2013|10|61|13|100|100|3|3|NULL
470|5638|M|1|2013|9|71|78|35.5|45.2|62|73|NULL
470|5638|E|1|2013|10|59|12|100|100|1|4|NULL
470|5638|E|2|2013|1|54|44|40|64.5|30|62|NULL
470|5638|M|1|2013|7|66|77|40|50|55|64|NULL
470|5638|M|1|2013|8|80.5|80.5|30|33.3|10|12|NULL
470|5638|E|2|2013|9|56|38|49.2|72.5|65|131|NULL
470|5638|E|2|2013|11|59|78|23.5|11.1|17|18|NULL
470|5638|M|1|2013|11|84|99|17.6|5.3|17|19|NULL
470|5638|E|2|2013|12|58|16|73.3|100|15|16|NULL
470|5638|E|2|2013|10|88|10|100|100|1|4|NULL
470|5638|M|2|2013|7|75|26|87.3|84.4|55|64|NULL
470|5638|M|2|2013|2|77|31.5|96.4|90.6|28|32|NULL
470|5638|E|1|2013|3|45|54|41|70.7|61|123|NULL
470|5638|E|1|2013|11|45.5|79|22.2|22.2|18|18|NULL
470|5638|M|2|2013|1|74|31|78.4|77.3|37|44|NULL
470|5638|E|1|2013|12|45.5|34|66.7|100|18|18|NULL
470|5638|M|2|2013|11|84.5|67|77.8|50|18|20|NULL
470|5638|E|2|2013|3|57|37|54.1|74.8|61|123|NULL
470|5638|E|1|2013|4|21|68|0|58.3|5|12|NULL
470|5638|E|1|2013|9|43|58|36.9|68.7|65|131|NULL
470|5638|M|2|2013|8|92|52.5|80|75|10|12|NULL
470|5638|E|1|2013|5|44|57.5|37.9|69.6|66|135|NULL
470|5638|M|2|2013|9|75|33.5|85.5|82.2|62|73|NULL
2690|5881|E|2|2013|4|33.5|28|53.7|76.2|54|63|NULL
2690|5881|E|2|2013|9|26|27|48.6|77.9|70|104|NULL
2690|5881|E|2|2013|10|55.5|13.5|83.3|91.7|12|12|NULL
2690|5881|E|1|2013|10|48|19.5|83.3|100|12|12|NULL
2690|5881|M|1|2013|2|37|71|25.7|47.4|113|133|NULL
2690|5881|M|2|2013|1|52|25|69.9|78.4|113|134|NULL
2690|5881|E|2|2013|2|39|24.5|56.8|81.4|44|59|NULL
2690|5881|M|1|2013|1|35|63|22.8|60.7|114|135|NULL
2690|5881|E|1|2013|2|37.5|35|47.7|83.3|44|60|NULL
2690|5881|E|2|2013|1|26.5|25.5|50|77.2|38|57|NULL
2690|5881|E|1|2013|3|37.5|27.5|60.7|90.7|28|54|NULL
2690|5881|M|1|2013|9|37|71|19.6|48|189|229|NULL
2690|5881|M|1|2013|10|24|30.5|47.4|89.7|38|39|NULL
2690|5881|M|2|2013|9|50|30|66|73|188|226|NULL
2690|5881|M|2|2013|10|59|9|92.1|97.5|38|40|NULL
2690|5881|M|2|2013|2|50|24|70.8|75|113|132|NULL
2690|5881|M|1|2013|6|32.5|83|12.5|28|24|25|NULL
2690|5881|M|2|2013|5|52.5|24|73.8|80.1|202|241|NULL
2690|5881|M|2|2013|6|45.5|49.5|41.7|44|24|25|NULL
2690|5881|E|2|2013|8|80|28.5|100|100|2|4|NULL
2690|5881|E|1|2013|1|39|31.5|63.2|91.2|38|57|NULL
2690|5881|E|1|2013|9|37|37|50|85.7|70|105|NULL
2690|5881|E|1|2013|11|40|64|36.8|57.1|19|21|NULL
2690|5881|E|1|2013|12|33|15|71.4|100|21|21|NULL
2690|5881|E|1|2013|4|41|36|51.9|84.1|54|63|NULL
2690|5881|M|1|2013|3|32|52|31.2|74.8|77|103|NULL
2690|5881|M|1|2013|4|36|72|20.7|41.2|150|165|NULL
2690|5881|M|2|2013|3|58|17|88|94.4|83|107|NULL
2690|5881|M|2|2013|12|47|8|92.7|100|55|55|NULL
2690|5881|E|2|2013|5|30.5|22.5|55.6|81.7|72|104|NULL
2690|5881|E|2|2013|6|35|38|40|58.3|10|12|NULL
2690|5881|M|1|2013|5|36|64|25.6|56.8|203|243|NULL
2690|5881|M|2|2013|8|43.5|48|41.7|41.7|12|12|NULL
2690|5881|M|1|2013|7|37|65|24.2|55.5|215|256|NULL
2690|5881|M|1|2013|8|24.5|96.5|25|25|12|12|NULL
2690|5881|M|2|2013|7|52|24|72|78.3|214|254|NULL
2690|5881|M|1|2013|12|22.5|32|46.4|91.1|56|56|NULL
2690|5881|E|2|2013|11|31|50|25|33.3|20|21|NULL
2690|5881|E|2|2013|12|46.5|12|80|100|20|20|NULL
2690|5881|M|1|2013|11|37|90.5|5|5|60|60|NULL
2690|5881|E|2|2013|7|28|24.5|52.5|78.6|80|112|NULL
2690|5881|M|2|2013|4|49|37|60.1|64.8|143|159|NULL
2690|5881|E|1|2013|7|37.5|33.5|53.8|86.7|80|113|NULL
2690|5881|E|1|2013|8|82|43|100|100|2|4|NULL
2690|5881|E|2|2013|3|25.5|17|53.6|83|28|53|NULL
2690|5881|E|1|2013|5|39|33.5|58.3|88.6|72|105|NULL
2690|5881|M|2|2013|11|61|66|40.7|28.8|59|59|NULL
2690|5881|E|1|2013|6|35|43|30|75|10|12|NULL
470|6352|E|1|2011|5|55|46|58.1|75.7|74|107|NULL
470|6352|E|1|2011|3|55.5|39.5|65|84.2|40|57|NULL
470|6352|E|1|2011|1|66|56|57.1|64.5|77|110|NULL
470|6352|E|1|2011|2|65|53|60.7|60.6|61|99|NULL
470|6352|E|2|2011|3|56|36|78.4|75|37|56|NULL
470|6352|E|2|2011|4|43|55|35.4|35.1|79|134|NULL
470|6352|E|2|2011|12|61|21|89.7|96.6|29|29|NULL
470|6352|E|1|2011|8|41.5|60.5|50|33.3|6|12|NULL
470|6352|E|1|2011|12|65|34|85.7|100|35|35|NULL
470|6352|E|2|2011|8|59.5|66|33.3|16.7|6|12|NULL
470|6352|E|2|2011|2|51|44|55.1|44.9|49|89|NULL
470|6352|E|1|2011|10|86|17.5|100|100|6|6|NULL
470|6352|E|2|2011|11|42|75|26.7|6.7|30|30|NULL
470|6352|E|2|2011|9|47.5|50.5|47.3|45.1|110|184|NULL
470|6352|E|2|2011|10|66|14|83.3|100|6|6|NULL
470|6352|E|1|2011|4|72.5|64.5|56.1|54.6|98|152|NULL
470|6352|E|1|2011|9|65|56.5|56.8|61.6|132|203|NULL
470|6352|E|2|2011|5|49|43|56|60.2|75|108|NULL
470|6352|E|2|2011|6|48|66|36.6|29.3|41|82|NULL
470|6352|E|1|2011|7|66|54.5|59.1|64.5|132|197|NULL
470|6352|E|1|2011|11|66.5|79|30.6|11.1|36|36|NULL
470|6352|E|2|2011|1|43|52|44.8|48.5|67|101|NULL
470|6352|E|1|2011|6|74|69.5|59.4|49|64|102|NULL
470|6352|E|2|2011|7|48|49|50|48.9|110|178|NULL
470|6352|E|2|2012|10|45.5|12.5|80|100|10|10|NULL
470|6352|E|1|2012|12|41|34|67.7|96.8|31|31|NULL
470|6352|E|2|2012|8|25.5|83.5|0|8.3|6|12|NULL
470|6352|E|1|2012|1|42|61|36.1|64.1|61|103|NULL
470|6352|E|1|2012|2|55|63|38.1|54.7|63|96|NULL
470|6352|E|2|2012|3|45.5|27|57.9|69.2|38|65|NULL
470|6352|E|1|2012|5|39|54|40|70.1|65|108|NULL
470|6352|E|1|2012|8|19.5|95|16.7|18.2|6|11|NULL
470|6352|E|1|2012|11|62|91|12.9|9.7|31|31|NULL
470|6352|E|2|2012|5|45|41|52.3|65.1|65|109|NULL
470|6352|E|1|2012|7|52.5|61.5|38.1|62|118|188|NULL
470|6352|E|1|2012|10|57.5|27|90|100|10|10|NULL
470|6352|E|1|2012|4|53|70.5|34.5|53|84|133|NULL
470|6352|E|2|2012|1|51|49|51.9|57.3|52|96|NULL
470|6352|E|2|2012|2|48.5|50.5|44.4|47.7|54|88|NULL
470|6352|E|1|2012|3|46.5|48|42.5|72.7|40|66|NULL
470|6352|E|2|2012|12|40|15|74.1|100|27|27|NULL
470|6352|E|2|2012|7|49.5|49|51|55.8|100|172|NULL
470|6352|E|2|2012|9|49.5|51.5|44.8|50|96|174|NULL
470|6352|E|2|2012|11|52|82|11.1|0|27|27|NULL
470|6352|E|1|2012|9|50|66|32.5|57.4|114|189|NULL
470|6352|E|2|2012|6|57|66|41.5|34.7|41|75|NULL
470|6352|E|1|2012|6|61|72|33.9|47.3|59|91|NULL
470|6352|E|2|2012|4|50|61.5|42.6|43.7|68|119|NULL
470|6352|E|1|2013|10|71|25|100|100|7|7|NULL
470|6352|E|1|2013|8|25|86|0|20|9|15|NULL
470|6352|E|2|2013|10|49|17|71.4|100|7|7|NULL
470|6352|E|1|2013|9|45|62|39.2|63.9|102|183|NULL
470|6352|E|2|2013|7|49|45|52.8|53.5|89|155|NULL
470|6352|E|1|2013|12|42|23|70.4|100|27|27|NULL
470|6352|E|1|2013|3|52.5|47|61.8|78.6|34|56|NULL
470|6352|E|1|2013|4|44|63|34.7|59.7|75|134|NULL
470|6352|E|1|2013|7|50.5|55.5|47|69.1|100|175|NULL
470|6352|E|1|2013|5|44|53|50.8|68.3|63|101|NULL
470|6352|E|1|2013|6|47|64|32.6|61.8|46|89|NULL
470|6352|E|2|2013|12|43|22|80|96|25|25|NULL
470|6352|E|1|2013|11|42.5|86|10.7|7.1|28|28|NULL
470|6352|E|1|2013|2|50|61.5|39.1|60.2|46|88|NULL
470|6352|E|2|2013|5|41|44|53.8|62.1|65|103|NULL
470|6352|E|2|2013|6|55.5|55.5|35.3|32.4|34|68|NULL
470|6352|E|2|2013|11|49.5|81.5|11.5|3.8|26|26|NULL
470|6352|E|2|2013|1|42.5|48|48.3|50|58|92|NULL
470|6352|E|2|2013|2|49|50|46.3|50.6|41|79|NULL
470|6352|E|2|2013|9|44.5|49.5|45.7|48.2|92|164|NULL
470|6352|E|2|2013|4|45.5|56.5|39.4|40.5|66|116|NULL
470|6352|E|1|2013|1|43|56|46|69.6|63|102|NULL
470|6352|E|2|2013|3|43|31|63.6|70.9|33|55|NULL
470|6352|E|2|2013|8|16|89|0|18.8|10|16|NULL
470|6362|E|2|2011|5|53|41|63.1|73.3|149|243|NULL
470|6362|E|2|2011|11|54|68|39|12.2|41|41|NULL
470|6362|E|1|2011|10|55|17|100|100|5|7|NULL
470|6362|E|2|2011|6|68|66|54.5|20|11|30|NULL
470|6362|E|1|2011|2|63|45|61.7|78.5|81|135|NULL
470|6362|E|1|2011|5|67|42|62.4|78|149|245|NULL
470|6362|E|1|2011|6|71|70|60|37.8|20|37|NULL
470|6362|E|2|2011|4|47.5|63|47.1|44.1|34|68|NULL
470|6362|E|1|2011|7|68|44|65.6|76.5|157|260|NULL
470|6362|E|1|2011|8|37|83.5|16.7|27.3|12|22|NULL
470|6362|E|2|2011|1|54|47|56|63.8|84|138|NULL
470|6362|E|1|2011|12|72.5|27|83.3|100|42|43|NULL
470|6362|E|2|2011|8|22|77|9.1|28.6|11|21|NULL
470|6362|E|2|2011|10|61|15|80|100|5|7|NULL
470|6362|E|1|2011|3|67.5|41|65.1|81.1|126|206|NULL
470|6362|E|1|2011|4|68|64|53.5|50|43|76|NULL
470|6362|E|2|2011|9|53|42|61.9|66.5|155|266|NULL
470|6362|E|1|2011|11|68|75|41.9|34.1|43|44|NULL
470|6362|E|2|2011|12|61|18|87.2|100|39|40|NULL
470|6362|E|1|2011|9|68|47|61|72|164|275|NULL
470|6362|E|2|2011|2|52|37|69.7|71.1|76|135|NULL
470|6362|E|2|2011|3|55.5|37|66.7|75.1|126|205|NULL
470|6362|E|1|2011|1|68|47|62.5|67.3|88|147|NULL
470|6362|E|2|2011|7|54|40|66.4|70.6|149|252|NULL
470|6362|E|2|2012|6|58|56|52.9|50|17|38|NULL
470|6362|E|2|2012|5|62.5|37|70.3|75.2|158|278|NULL
470|6362|E|1|2012|12|56|30|69.6|100|46|46|NULL
470|6362|E|1|2012|8|21|81.5|21.4|39.1|14|23|NULL
470|6362|E|2|2012|12|53|16.5|88.6|100|44|44|NULL
470|6362|E|1|2012|2|61|58|53.7|74.1|82|147|NULL
470|6362|E|1|2012|7|61|57|55.6|76.7|169|301|NULL
470|6362|E|2|2012|10|90|35|100|100|2|2|NULL
470|6362|E|2|2012|3|64|36|76.5|80.3|132|223|NULL
470|6362|E|1|2012|10|80.5|40.5|100|100|2|2|NULL
470|6362|E|2|2012|4|51|52|44.2|52.7|43|93|NULL
470|6362|E|2|2012|8|23.5|73|35.7|30.4|14|23|NULL
470|6362|E|2|2012|7|63|37|71.4|75.4|161|293|NULL
470|6362|E|1|2012|5|57|56|53.5|77.3|159|278|NULL
470|6362|E|2|2012|2|59|37|69.1|76.8|81|142|NULL
470|6362|E|1|2012|11|64|81|38.3|37.5|47|48|NULL
470|6362|E|1|2012|1|56|57|52.5|74|101|177|NULL
470|6362|E|2|2012|1|63.5|41|68.1|68.4|94|174|NULL
470|6362|E|1|2012|4|55.5|72|36|56.4|50|101|NULL
