DISTRICT_NUMBER|CONTENT_AREA|YEAR|GRADE|STUDENTGROUP|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT
2690|2|2011|7|7|35|34|48.2|56.2|944|1121
2690|2|2011|7|8|38|67|26.9|17.4|93|116
2690|2|2011|8|7|40|34|55.5|55.2|1087|1225
2690|2|2011|8|8|42|79|23.3|16.7|86|104
2690|2|2011|9|7|43|28|60.8|60.8|1024|1397
2690|2|2011|9|8|40.5|93|16.7|15.8|84|119
2690|2|2012|10|7|37|21|63|59|993|1223
2690|2|2012|10|8|39.5|99|14.3|11.5|70|94
2690|2|2012|4|7|45|37|56.3|70.5|1042|1143
2690|2|2012|4|8|27.5|56|28.9|24.6|114|122
2690|2|2012|5|7|40|35|56.1|73.4|1036|1127
2690|2|2012|5|8|31|65|21.6|22.7|111|128
2690|2|2012|6|7|34.5|30|52.6|67.4|1016|1115
2690|2|2012|6|8|17|66|23.8|18.3|105|121
2690|2|2012|7|7|37|37|49.7|57.2|984|1094
2690|2|2012|7|8|34.5|74|16.7|13.8|84|95
2690|2|2012|8|7|39|34|53.8|57.9|968|1088
2690|2|2012|8|8|30|77|19.3|16.2|88|103
2690|2|2012|9|7|41|34|53.9|56.6|1088|1580
2690|2|2012|9|8|23|89|11.9|13.6|67|101
2690|2|2013|10|7|46|14|69.2|66|1072|1205
2690|2|2013|10|8|45.5|98.5|18.8|19.5|64|82
2690|2|2013|4|7|43|33|60.2|71.8|1090|1190
2690|2|2013|4|8|30|56|30.5|33.1|128|139
2690|2|2013|5|7|38|31|56.5|70.1|1033|1118
2690|2|2013|5|8|32|69.5|20.3|25.4|118|126
2690|2|2013|6|7|42|33|57.4|68.5|937|1030
2690|2|2013|6|8|31.5|69|20.8|21.1|120|128
2690|2|2013|7|7|40|30|58|63.6|999|1092
2690|2|2013|7|8|28|72|21.7|16.2|106|117
2690|2|2013|8|7|44.5|29.5|61|61.3|952|1056
2690|2|2013|8|8|39|81|17.9|16.3|78|98
2690|2|2013|9|7|42|26|57.9|57.3|966|1310
2690|2|2013|9|8|30|87|18.6|15.4|86|117
470|1|2011|10|9|48|93|30.6|29.1|1295|1483
470|1|2011|10|10|45|3|83.1|83.1|178|179
470|1|2011|4|9|49|45|52.6|73.7|1524|1714
470|1|2011|4|10|75|22|97.3|100|73|74
470|1|2011|5|9|54|52|53|66.5|1429|1592
470|1|2011|5|10|61|21|92.2|100|115|117
470|1|2011|6|9|62|64|52.2|63.1|1310|1498
470|1|2011|6|10|73|22.5|95.5|99.4|154|154
470|1|2011|7|9|59|68|42.2|55.9|1319|1484
470|1|2011|7|10|65|28|84.5|98.9|181|183
470|1|2011|8|9|62|77|36.1|46.7|1450|1633
470|1|2011|8|10|65.5|19|87.6|99.5|186|186
470|1|2011|9|9|53|87|29.7|36.6|1348|1633
470|1|2011|9|10|54|6|82.1|92|212|212
470|1|2012|10|9|51|95|31.8|30.3|1384|1532
470|1|2012|10|10|51|2|90.9|90.9|198|202
470|1|2012|4|9|47|59|39|70|1514|1697
470|1|2012|4|10|75|30|90.4|100|83|86
470|1|2012|5|9|55|61|42.2|65.4|1525|1701
470|1|2012|5|10|57.5|24|84.8|100|132|133
470|1|2012|6|9|60|66|45.1|61.4|1399|1594
470|1|2012|6|10|73|24|96.3|100|162|165
470|1|2012|7|9|56|75|35.4|46.8|1362|1537
470|1|2012|7|10|62|20|79.8|98.8|163|164
470|1|2012|8|9|63|72|44.7|52.3|1356|1500
470|1|2012|8|10|63|7|96.6|100|175|177
470|1|2012|9|9|55|84|30.3|39.9|1439|1702
470|1|2012|9|10|54.5|5|90.3|98.3|176|176
470|1|2013|10|9|49|94|30.4|29.5|1466|1600
470|1|2013|10|10|49|1|91.6|91.6|167|167
470|1|2013|4|9|43|49|45.6|69.5|1550|1759
470|1|2013|4|10|68|22|94.3|100|123|127
470|1|2013|5|9|52|57|47.7|60.9|1477|1646
470|1|2013|5|10|61|18|88.6|98.3|175|181
470|1|2013|6|9|56|62|44.8|60.4|1490|1715
470|1|2013|6|10|68.5|19|89.8|100|206|209
470|1|2013|7|9|57|69|39.5|56|1426|1583
470|1|2013|7|10|62|19|90.1|98.9|181|183
470|1|2013|8|9|55|72|36.8|52.4|1387|1550
470|1|2013|8|10|61|10|87.6|98.9|185|186
470|1|2013|9|9|53|86|34.5|40.9|1347|1557
470|1|2013|9|10|53|3|92.3|98.4|181|182
470|2|2011|10|9|49|7|73.1|71.3|1296|1483
470|2|2011|10|10|60|1|97.2|97.2|178|179
470|2|2011|4|9|50|40|59|62.4|1333|1703
470|2|2011|4|10|75|16|94.5|100|73|74
470|2|2011|5|9|52|40|60.3|68|1407|1593
470|2|2011|5|10|60.5|13|93|100|114|117
470|2|2011|6|9|52|37|63.2|70.5|1312|1499
470|2|2011|6|10|64|11|92.9|100|154|154
470|2|2011|7|9|55|33|66.6|65.4|1319|1485
470|2|2011|7|10|68|9|95|100|181|183
470|2|2011|8|9|53|28|66.6|65.8|1448|1634
470|2|2011|8|10|62|4|97.8|98.9|186|186
470|2|2011|9|9|48|20|65.1|66|1342|1633
470|2|2011|9|10|58.5|2|97.6|99.5|212|212
470|2|2012|10|9|54|11|70.5|69.1|1380|1532
470|2|2012|10|10|57|1|100|100|199|202
470|2|2012|4|9|47|37|57.9|64.1|1317|1691
470|2|2012|4|10|70|15|96.3|100|82|86
470|2|2012|5|9|55|38|62.3|68|1519|1700
470|2|2012|5|10|66|8|94.7|100|132|133
470|2|2012|6|9|55|34|65.5|68.9|1398|1594
470|2|2012|6|10|63|9|96.9|100|161|165
470|2|2012|7|9|59|34|68.3|69.1|1363|1538
470|2|2012|7|10|64|9|95.1|100|163|164
470|2|2012|8|9|58|29|69.2|67.8|1357|1500
470|2|2012|8|10|59|4|97.7|100|175|177
470|2|2012|9|9|55|21|69.2|70.6|1436|1702
470|2|2012|9|10|58|1|98.9|99.4|176|176
470|2|2013|10|9|46|5|75.1|74.4|1464|1599
470|2|2013|10|10|56|1|99.4|99.4|167|167
470|2|2013|4|9|52|34|62.2|63.4|1371|1753
470|2|2013|4|10|75|13|98.3|100|117|127
470|2|2013|5|9|53|38|62.1|66.4|1473|1648
470|2|2013|5|10|65|9|93.7|98.9|175|181
470|2|2013|6|9|55|36|64.4|70|1496|1720
470|2|2013|6|10|54.5|6|92.7|100|206|209
470|2|2013|7|9|55|28|68.7|67.1|1441|1604
470|2|2013|7|10|61|7|96.7|100|181|183
470|2|2013|8|9|50|22|67.6|67.7|1387|1550
470|2|2013|8|10|55|4|96.8|100|185|186
470|2|2013|9|9|49|14.5|70.4|70.1|1346|1555
470|2|2013|9|10|54|1|98.3|100|181|182
1040|1|2011|10|9|59|87|35.6|35.6|1251|1424
1040|1|2011|10|10|67|2|91.2|91|251|256
1040|1|2011|4|9|53|41|61.7|84|1141|1348
1040|1|2011|4|10|77|28|93.3|99.5|180|189
1040|1|2011|5|9|50|43|56.3|80.5|1121|1336
1040|1|2011|5|10|69|22|93.9|100|198|202
1040|1|2011|6|9|55|51|55.3|74.4|1175|1395
1040|1|2011|6|10|61.5|20|92|100|226|227
1040|1|2011|7|9|54|62|43.4|67.3|1151|1397
1040|1|2011|7|10|60.5|27|79.9|99.2|234|238
1040|1|2011|8|9|49|66|36.9|59.7|1116|1303
1040|1|2011|8|10|50|20|75.3|97.9|288|292
1040|1|2011|9|9|57|75|36.3|48.3|1218|1466
1040|1|2011|9|10|58|10|85.4|94.8|268|271
1040|1|2012|10|9|55.5|77|40.8|39.7|1300|1500
1040|1|2012|10|10|58|2|93.2|93.2|263|265
1040|1|2012|4|9|51|52|51.3|84.1|1166|1374
1040|1|2012|4|10|74|29|87.8|100|139|144
1040|1|2012|5|9|54|53|50.6|79.4|1183|1354
1040|1|2012|5|10|65|25|92.3|100|183|197
1040|1|2012|6|9|52|58|44.8|72.8|1123|1359
1040|1|2012|6|10|52|21|82|99.6|233|240
1040|1|2012|7|9|51|67|37.1|55.3|1188|1378
1040|1|2012|7|10|55|21|78.3|98.2|263|272
1040|1|2012|8|9|46|64|36.6|56.4|1175|1357
1040|1|2012|8|10|51|12|86.9|98.4|305|309
1040|1|2012|9|9|56|71|40.7|50.7|1156|1387
1040|1|2012|9|10|58|7|89.7|96.5|281|285
1040|1|2013|10|9|56|82|40.6|40.1|1211|1373
1040|1|2013|10|10|54|2|94.1|93.8|269|272
1040|1|2013|4|9|54|41|62.8|85.4|1204|1423
1040|1|2013|4|10|74|19|92.8|100|139|151
1040|1|2013|5|9|57|38|65|78.7|1214|1385
1040|1|2013|5|10|68.5|13|94.6|100|148|157
1040|1|2013|6|9|52.5|50|50|74.9|1196|1456
1040|1|2013|6|10|58.5|18|86.6|99.1|202|214
1040|1|2013|7|9|55|63|46.3|69.6|1211|1429
1040|1|2013|7|10|58|21|83.7|99.6|227|227
1040|1|2013|8|9|49|65|35.2|58.1|1203|1383
1040|1|2013|8|10|50|17|83.3|99.4|311|322
1040|1|2013|9|9|56|77|35|44|1224|1525
1040|1|2013|9|10|52|6|88.9|97.2|279|288
1040|2|2011|10|9|52|3|85.8|85.5|1246|1424
1040|2|2011|10|10|55|1|99.6|99.6|252|256
1040|2|2011|4|9|55|35|68.1|81.5|1133|1345
1040|2|2011|4|10|69|17|95.6|100|181|190
1040|2|2011|5|9|54|31|69.4|83.2|1116|1334
1040|2|2011|5|10|62.5|13|96.5|100|198|204
1040|2|2011|6|9|57|29|75.6|84.6|1178|1395
1040|2|2011|6|10|63|12|95.6|100|226|227
1040|2|2011|7|9|54|25|76.3|83.2|1146|1398
1040|2|2011|7|10|55|9|93.6|100|233|239
1040|2|2011|8|9|52|19|75.6|79.7|1111|1302
1040|2|2011|8|10|60|5|96.2|99.7|288|291
1040|2|2011|9|9|54|9|83.6|85.7|1211|1467
1040|2|2011|9|10|59|2|98.5|100|267|270
1040|2|2012|10|9|52|5|85.9|84.9|1294|1492
1040|2|2012|10|10|48|1|98.9|98.9|263|265
1040|2|2012|4|9|54|32|70.9|82.5|1153|1373
1040|2|2012|4|10|75|19|96.4|100|139|144
1040|2|2012|5|9|51|28|70.4|84|1177|1355
1040|2|2012|5|10|56|9|93|99.5|185|198
1040|2|2012|6|9|52|25|74.7|83|1115|1358
1040|2|2012|6|10|59|9|95.7|100|233|240
1040|2|2012|7|9|49|25|69.7|78.8|1185|1376
1040|2|2012|7|10|50.5|10|92.7|99.3|262|272
1040|2|2012|8|9|49|19|74.5|81.1|1172|1356
1040|2|2012|8|10|46.5|4|94.4|99.7|304|309
1040|2|2012|9|9|47|11|80|84.2|1144|1386
1040|2|2012|9|10|53|2|97.5|99.3|281|285
1040|2|2013|10|9|54|3|87.2|86.1|1200|1369
1040|2|2013|10|10|53|1|99.6|99.6|270|273
1040|2|2013|4|9|52|29|70|81.4|1199|1421
1040|2|2013|4|10|67|14|96.4|100|139|151
1040|2|2013|5|9|52|24|75.3|82.1|1211|1386
1040|2|2013|5|10|62|8|96.6|100|148|157
1040|2|2013|6|9|51|21|76.2|85|1192|1452
1040|2|2013|6|10|59|6|96|100|202|214
1040|2|2013|7|9|52|20|76.5|81.2|1207|1428
1040|2|2013|7|10|49.5|8|94.2|100|226|226
1040|2|2013|8|9|51|18|77|79.2|1201|1381
1040|2|2013|8|10|54|5|95.5|98.8|309|321
1040|2|2013|9|9|57|9|84.5|84.1|1219|1518
1040|2|2013|9|10|48|2|99.3|100|279|288
2690|1|2011|10|9|38|99|12.7|11.8|911|1102
2690|1|2011|10|10|38|16|72.7|72.3|99|105
2690|1|2011|4|9|40|46|44.8|74.5|1038|1151
2690|1|2011|4|10|63|28|87.6|100|89|98
2690|1|2011|5|9|37|48|37.2|65.5|1041|1143
2690|1|2011|5|10|46.5|22.5|79.1|99.3|134|140
2690|1|2011|6|9|25|62|15.9|40.6|977|1123
2690|1|2011|6|10|26|25|49.6|93.2|113|117
2690|1|2011|7|9|30|73|11.3|29.9|929|1128
2690|1|2011|7|10|27|38|35.5|95.4|107|109
2690|1|2011|8|9|34|89|9.6|21.2|1047|1193
2690|1|2011|8|10|37|42|46.2|87.2|130|133
2690|1|2011|9|9|35|98|7.4|12.4|1006|1398
2690|1|2011|9|10|42|35.5|48.6|70.3|105|120
2690|1|2012|10|9|42|99|10.7|9.9|959|1220
2690|1|2012|10|10|40.5|34.5|55|55|100|100
2690|1|2012|4|9|46|60|38.9|68|1042|1157
2690|1|2012|4|10|73|32.5|85|98.2|107|114
2690|1|2012|5|9|33|63|24.7|55.3|1036|1144
2690|1|2012|5|10|54|31|69.9|99.1|113|114
2690|1|2012|6|9|29|68|16.3|41.9|984|1097
2690|1|2012|6|10|31|31|52.5|97.2|139|141
2690|1|2012|7|9|43|85|15.9|22.5|964|1075
2690|1|2012|7|10|36.5|41.5|49.1|84.7|110|111
2690|1|2012|8|9|37|91|10.6|19.9|966|1089
2690|1|2012|8|10|31|36.5|45.5|85.4|99|104
2690|1|2012|9|9|34|98|7.9|14.4|1029|1544
2690|1|2012|9|10|46|36|56.9|77.4|123|135
2690|1|2013|10|9|44|99|10.6|10.4|1033|1187
2690|1|2013|10|10|41.5|34.5|51.9|51.9|104|104
2690|1|2013|4|9|47|51|50.4|74.4|1132|1234
2690|1|2013|4|10|65|22|91.6|100|95|96
2690|1|2013|5|9|36|58|30.3|50.8|1009|1112
2690|1|2013|5|10|49.5|17|82.3|98.5|130|134
2690|1|2013|6|9|35|68.5|19.8|41.8|964|1061
2690|1|2013|6|10|34|27.5|54.2|93.9|96|99
2690|1|2013|7|9|34|76|10.7|27.8|949|1054
2690|1|2013|7|10|32|33.5|44.9|87.2|156|156
2690|1|2013|8|9|39|89|15.8|25.7|931|1045
2690|1|2013|8|10|45|39|57.1|89.2|105|111
2690|1|2013|9|9|37|99|6.5|10|968|1323
2690|1|2013|9|10|36|50|41|58.9|100|124
2690|2|2011|10|9|39|17.5|65.4|62.1|905|1101
2690|2|2011|10|10|41|1|98|98|99|105
2690|2|2011|4|9|38|42|47.2|63.7|1036|1149
2690|2|2011|4|10|65|18|93.3|100|89|98
2690|2|2011|5|9|38|40|49.4|64.9|1040|1143
2690|2|2011|5|10|50|14|88|99.3|133|140
2690|2|2011|6|9|34.5|39|43.7|59.9|972|1119
2690|2|2011|6|10|46|14|85.1|97.5|114|118
2690|2|2011|7|9|35|42|42.8|48.3|930|1128
2690|2|2011|7|10|36|14|76.6|96.3|107|109
2690|2|2011|8|9|41|44|49.2|47.2|1042|1195
2690|2|2011|8|10|39|10|84|96.3|131|134
2690|2|2011|9|9|42|40|53.7|54|1003|1396
2690|2|2011|9|10|58|4|93.3|95.8|105|120
2690|2|2012|10|9|37|31|56|52.1|963|1217
2690|2|2012|10|10|38|1|97|97|100|100
2690|2|2012|4|9|42|40|49.8|62.9|1048|1151
2690|2|2012|4|10|58.5|19.5|90.7|98.2|108|114
2690|2|2012|5|9|38|38|48.5|65|1031|1138
2690|2|2012|5|10|51.5|11.5|90.5|100|116|117
2690|2|2012|6|9|33|37|45.7|58.1|982|1095
2690|2|2012|6|10|37|10|79.1|97.2|139|141
2690|2|2012|7|9|37|43|43.4|49.3|959|1076
2690|2|2012|7|10|40|13|79.8|95.5|109|113
2690|2|2012|8|9|39|40|47.1|50.2|957|1087
2690|2|2012|8|10|39|8|87.9|97.1|99|104
2690|2|2012|9|9|40|42|46.6|50.8|1032|1546
2690|2|2012|9|10|43|7|91.9|92.4|123|135
2690|2|2013|10|9|47|22|62.7|59.6|1012|1162
2690|2|2013|10|10|41|2|96|95.2|124|125
2690|2|2013|4|9|40|37|54|65.3|1123|1233
2690|2|2013|4|10|60|14|93.7|99|95|96
2690|2|2013|5|9|37|38|48.3|61.6|1018|1111
2690|2|2013|5|10|48|11|87.2|99.2|133|133
2690|2|2013|6|9|39|39|49.5|60|960|1059
2690|2|2013|6|10|50|10|90.7|99|97|99
2690|2|2013|7|9|38|38|49.9|53.4|949|1052
2690|2|2013|7|10|44|10|82.1|96.2|156|157
2690|2|2013|8|9|43|37|54.3|53.4|926|1044
2690|2|2013|8|10|47.5|8|88.5|96.4|104|110
2690|2|2013|9|9|41|36|50.7|49.7|949|1300
2690|2|2013|9|10|42|4|91.3|96.9|103|127
470|1|2011|10|11|48|99|1.1|1.1|369|381
470|1|2011|10|12|40.5|3|87|87.1|368|373
470|1|2011|4|11|47|67|31.4|35.7|411|414
470|1|2011|4|12|54|28|75.7|98.5|399|399
470|1|2011|5|11|49|74.5|25.8|21.1|392|393
470|1|2011|5|12|55|26|78.5|98.5|390|391
470|1|2011|6|11|59|81|25.9|17|370|377
470|1|2011|6|12|61|26|84.2|99.7|367|367
470|1|2011|7|11|61|92|16.6|11|379|383
470|1|2011|7|12|57|29|76.5|99.5|374|374
470|1|2011|8|11|61|98|6.4|4.2|408|412
470|1|2011|8|12|59|25|79.9|98|407|410
470|1|2011|9|11|58.5|99|1.8|1.3|394|406
470|1|2011|9|12|48|6|84.7|95.7|393|394
470|1|2012|10|11|54.5|99|0.5|0.5|400|405
470|1|2012|10|12|49|2|92.6|92.4|393|398
470|1|2012|4|11|49|75|22.9|27.8|410|413
470|1|2012|4|12|48|33|61.3|98.7|395|395
470|1|2012|5|11|56|84|19.4|23.4|422|426
470|1|2012|5|12|53|29.5|71.9|98.3|413|414
470|1|2012|6|11|58.5|92|18.2|17.7|400|402
470|1|2012|6|12|60|30|80.3|98.7|391|392
470|1|2012|7|11|53|95|9.5|4.4|389|390
470|1|2012|7|12|57|27|76.9|97.9|381|382
470|1|2012|8|11|64|99|10.2|8.2|392|392
470|1|2012|8|12|60|12|90.5|97.6|380|381
470|1|2012|9|11|60|99|3.9|1.2|411|423
470|1|2012|9|12|49|10|85.8|97.5|401|404
470|1|2013|10|11|52.5|99|0.5|0.5|410|410
470|1|2013|10|12|43.5|2|90.7|90.7|408|408
470|1|2013|4|11|45|69|24.6|33.6|427|429
470|1|2013|4|12|44|22|71.1|98.1|419|419
470|1|2013|5|11|52|80|21.3|17.7|428|429
470|1|2013|5|12|51|22|81.4|97.8|414|415
470|1|2013|6|11|57|87|20|16.4|431|434
470|1|2013|6|12|55|23|78.3|99.3|423|423
470|1|2013|7|11|62|95|15.7|10.2|407|411
470|1|2013|7|12|54|23|74.9|98.3|403|404
470|1|2013|8|11|57|99|7|6|398|400
470|1|2013|8|12|53|18|79.9|98.2|393|395
470|1|2013|9|11|56|99|4.1|3.3|391|399
470|1|2013|9|12|46.5|4.5|89.4|97.9|378|378
470|2|2011|10|11|47|85|29|29|369|382
470|2|2011|10|12|54|1|99.4|99.5|362|368
470|2|2011|4|11|48.5|65|35|24.2|360|360
470|2|2011|4|12|53|18|86.1|98.3|352|352
470|2|2011|5|11|54|66.5|39.7|29.4|390|391
470|2|2011|5|12|52|15|83.8|97.1|376|378
470|2|2011|6|11|53|64|39.5|29.6|372|379
470|2|2011|6|12|52|13|85.4|99.5|364|365
470|2|2011|7|11|57|64|43.5|22.3|379|383
470|2|2011|7|12|53|10|89.9|99.7|376|376
470|2|2011|8|11|53.5|72|34.5|20.3|412|418
470|2|2011|8|12|54|5|94.3|98.8|402|405
470|2|2011|9|11|49|82|25.4|20.1|390|405
470|2|2011|9|12|46|2|96.4|99.2|386|390
470|2|2012|10|11|53|89|25.6|25.5|402|407
470|2|2012|10|12|52|1|99.5|99.5|389|395
470|2|2012|4|11|51|60|39|28.8|359|361
470|2|2012|4|12|52|19|83.2|98.6|351|351
470|2|2012|5|11|57.5|73|35.3|27.7|422|425
470|2|2012|5|12|55|11|86.2|97.6|414|414
470|2|2012|6|11|55|71|35|22.9|397|399
470|2|2012|6|12|52|10|92.7|99.5|386|387
470|2|2012|7|11|60|66.5|43.1|24.6|390|391
470|2|2012|7|12|61|12|91.5|99.5|377|378
470|2|2012|8|11|60|69.5|40.7|26.3|388|388
470|2|2012|8|12|54|6|93.1|99.2|378|380
470|2|2012|9|11|57|82|28.3|23.3|407|418
470|2|2012|9|12|54|2|97.5|99.8|405|407
470|2|2013|10|11|45|87.5|28.9|28.9|408|408
470|2|2013|10|12|46|1|99.7|99.7|398|398
470|2|2013|4|11|52|63|37|28.9|378|381
470|2|2013|4|12|58|15|85.9|97.9|375|376
470|2|2013|5|11|53|70|36.6|28.5|423|424
470|2|2013|5|12|56|11|89.2|98.5|409|409
470|2|2013|6|11|59|72|40.8|29|439|441
470|2|2013|6|12|50|8|89.4|99.8|417|417
470|2|2013|7|11|59|68|41.2|26|413|419
470|2|2013|7|12|53|8|92.3|99.3|405|406
470|2|2013|8|11|50.5|67|38.9|26.6|396|398
470|2|2013|8|12|52|5|93.9|99.5|395|397
470|2|2013|9|11|51|79|32.5|26.8|391|399
470|2|2013|9|12|45|2|98.4|100|377|377
1040|1|2011|10|11|62|99|0.5|0.5|378|379
1040|1|2011|10|12|62|2|96.5|96.5|373|373
1040|1|2011|4|11|51|56.5|43.1|53.4|339|340
1040|1|2011|4|12|58|25|83.3|100|330|330
1040|1|2011|5|11|51|62|38.3|48.1|337|337
1040|1|2011|5|12|61|21|87.8|100|327|327
1040|1|2011|6|11|56|71|29.4|32.2|357|359
1040|1|2011|6|12|54|20|85.8|100|345|345
1040|1|2011|7|11|54|83|21|20.7|347|351
1040|1|2011|7|12|54|26|76.5|100|341|342
1040|1|2011|8|11|52|94|10.3|10|359|359
1040|1|2011|8|12|46|18|80.2|99.4|344|346
1040|1|2011|9|11|65|99|5.3|3.4|379|379
1040|1|2011|9|12|57.5|8|91.5|99.2|366|366
1040|1|2012|10|11|58.5|99|1.2|1.2|400|404
1040|1|2012|10|12|55|1|97.9|97.9|390|392
1040|1|2012|4|11|56|68|35|55.3|340|340
1040|1|2012|4|12|49|28|74.7|100|324|324
1040|1|2012|5|11|53.5|75|28.9|42.7|356|357
1040|1|2012|5|12|55|26|79.9|100|338|339
1040|1|2012|6|11|57|80|25.5|29.5|345|347
1040|1|2012|6|12|49|21|80.6|100|340|340
1040|1|2012|7|11|55|89|14.2|7.3|367|371
1040|1|2012|7|12|49|21|76.6|99.7|359|360
1040|1|2012|8|11|53|92|11.9|10.3|377|378
1040|1|2012|8|12|42.5|10|87.2|99.7|366|367
1040|1|2012|9|11|61|99|6.3|4.4|365|366
1040|1|2012|9|12|52|6|91.7|99.1|350|351
1040|1|2013|10|11|59|99|1.3|1.3|376|376
1040|1|2013|10|12|52.5|1|98.3|98.3|362|362
1040|1|2013|4|11|56|62|43.5|57.5|345|346
1040|1|2013|4|12|56|21|85.4|100|336|336
1040|1|2013|5|11|62|71|39.8|42.9|347|347
1040|1|2013|5|12|57.5|14|89.1|99.7|338|338
1040|1|2013|6|11|59|75|31.9|33.9|354|354
1040|1|2013|6|12|52|18|83.7|100|349|349
1040|1|2013|7|11|64|82|27.8|24.5|367|367
1040|1|2013|7|12|48|21|81|100|357|357
1040|1|2013|8|11|51|96|9.4|10.2|382|382
1040|1|2013|8|12|47|14|84.3|100|370|371
1040|1|2013|9|11|62|99|6.3|4.4|383|383
1040|1|2013|9|12|47|5|91.9|98.6|370|370
1040|2|2011|10|11|56|39.5|57.5|57.5|386|386
1040|2|2011|10|12|49|1|100|100|367|370
1040|2|2011|4|11|58|53|51.5|52.1|340|341
1040|2|2011|4|12|53|16|84.2|99.4|329|329
1040|2|2011|5|11|61|52|56|55.4|334|337
1040|2|2011|5|12|54|13|91.3|100|323|324
1040|2|2011|6|11|62|53|59.3|56.5|359|360
1040|2|2011|6|12|55|11|91.1|100|347|347
1040|2|2011|7|11|60|49|61.4|56.6|347|351
1040|2|2011|7|12|49|8|91.5|100|342|343
1040|2|2011|8|11|55|48|54|48.3|354|359
1040|2|2011|8|12|50|4|95.4|100|351|352
1040|2|2011|9|11|60|42|60.5|59.2|380|382
1040|2|2011|9|12|53|2|98.9|99.7|366|367
1040|2|2012|10|11|55|39|59.4|59.4|397|404
1040|2|2012|10|12|49|1|100|100|386|388
1040|2|2012|4|11|60|51|55.2|51.6|337|339
1040|2|2012|4|12|54|16|88.7|99.7|319|320
1040|2|2012|5|11|49|48|50.7|56.3|359|360
1040|2|2012|5|12|51|9|89.3|100|338|340
1040|2|2012|6|11|57.5|52|54.4|56.6|340|346
1040|2|2012|6|12|53|9|92.9|100|337|337
1040|2|2012|7|11|57|53|53|46|372|375
1040|2|2012|7|12|47.5|9|91.6|99.7|356|358
1040|2|2012|8|11|50|46|52.5|53.6|377|378
1040|2|2012|8|12|46|4|96.5|99.7|369|370
1040|2|2012|9|11|52.5|47|55.3|55.9|356|362
1040|2|2012|9|12|48|1|98.3|100|355|356
1040|2|2013|10|11|56|28|62.3|62.3|377|377
1040|2|2013|10|12|54|1|100|100|365|365
1040|2|2013|4|11|55|51|51.3|48.3|345|346
1040|2|2013|4|12|48|14|88.3|100|333|333
1040|2|2013|5|11|57|47|53.4|52|350|350
1040|2|2013|5|12|52|8|93.5|100|337|337
1040|2|2013|6|11|56|47|58.4|58.1|356|356
1040|2|2013|6|12|53|6|95.1|100|346|346
1040|2|2013|7|11|56|47|55.9|45.8|367|367
1040|2|2013|7|12|49|7|95.2|100|355|355
1040|2|2013|8|11|58|46|55.6|47.5|387|387
1040|2|2013|8|12|48|4|96.2|100|373|374
1040|2|2013|9|11|61|39|63.7|58.4|380|380
1040|2|2013|9|12|51|1|99.5|99.7|371|371
2690|1|2011|10|11|52|99|0|0|233|260
2690|1|2011|10|12|41|25.5|62.5|59.9|264|284
2690|1|2011|4|11|49|63|36.4|39.2|280|286
2690|1|2011|4|12|34|30|56.6|98.3|288|288
2690|1|2011|5|11|45|68|24.8|28|306|311
2690|1|2011|5|12|34|25|59.2|98|292|293
2690|1|2011|6|11|33|77|10.9|8|276|292
2690|1|2011|6|12|17|29|34.1|89.7|273|274
2690|1|2011|7|11|43.5|93|6.6|2.9|258|280
2690|1|2011|7|12|18|43|22.3|79.8|260|263
2690|1|2011|8|11|40|98|0|0.3|294|308
2690|1|2011|8|12|28.5|50|30.9|74.2|304|311
2690|1|2011|9|11|43|99|0.4|0|281|334
2690|1|2011|9|12|30|54.5|36.4|55.7|275|295
2690|1|2012|10|11|44|99|0.4|0.4|239|276
2690|1|2012|10|12|38.5|45|50.7|49|280|302
2690|1|2012|4|11|50|75|29.8|29.9|299|305
2690|1|2012|4|12|51|33|64|97.6|286|292
2690|1|2012|5|11|36|82|16.2|17.5|302|302
2690|1|2012|5|12|31|36|47.4|95.8|285|286
2690|1|2012|6|11|36|89|6|6.7|281|287
2690|1|2012|6|12|22|35|35.3|91.5|283|284
2690|1|2012|7|11|53|95|8.5|3.3|270|277
2690|1|2012|7|12|33|52|40.7|73.5|270|274
2690|1|2012|8|11|44|99|2.6|1.1|268|280
2690|1|2012|8|12|29|46|34.8|70|267|272
2690|1|2012|9|11|39|99|1.1|0|284|374
2690|1|2012|9|12|30|46|38.5|62.3|291|314
2690|1|2013|10|11|49|99|0|0|267|283
2690|1|2013|10|12|37.5|43|49.3|47.1|296|310
2690|1|2013|4|11|56|65|38.5|45.2|312|314
2690|1|2013|4|12|42|25|66.6|95.5|311|311
2690|1|2013|5|11|40|78|13|7.5|293|295
2690|1|2013|5|12|30|20|60.2|96.1|284|284
2690|1|2013|6|11|38|88|9.6|4.8|271|272
2690|1|2013|6|12|28|36|40.8|89.8|265|265
2690|1|2013|7|11|40|96|5.3|2.4|285|291
2690|1|2013|7|12|25|45|31.9|84.2|276|278
2690|1|2013|8|11|47|99|3.4|2.6|265|265
2690|1|2013|8|12|35|50|41.8|79.3|256|256
2690|1|2013|9|11|50.5|99|1.1|0.3|270|321
2690|1|2013|9|12|32|63|32.2|42.8|261|278
