DISTRICT_NUMBER|SCHOOL_NUMBER|EMH_LEVEL|CONTENT_AREA|YEAR|ETHNICITY|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT|ENROLLMENT_PERCENTAGE
2690|3620|E|2|2010|1|62|35|66.7|75|3|4|NULL
2690|3620|E|2|2010|3|34|34.5|50|75|2|4|NULL
2690|3620|M|2|2010|1|61|52|80|80|5|5|NULL
2690|3620|M|1|2010|1|66|69|60|80|5|5|NULL
2690|3620|M|2|2010|3|35|33|100|100|1|1|NULL
2690|3620|M|1|2010|3|40|66|0|0|1|1|NULL
2690|3620|E|2|2010|4|25.5|38|31.4|68.6|70|123|NULL
2690|3620|E|2|2010|5|34|27|57.1|77.8|14|27|NULL
2690|3620|M|1|2010|4|24|60|20.9|43.1|67|72|NULL
2690|3620|M|1|2010|5|30|45|11.1|58.3|9|12|NULL
2690|3620|M|2|2010|4|29.5|32|41.2|61.4|68|71|NULL
2690|3620|M|2|2010|5|20|32|44.4|50|9|12|NULL
2690|3620|E|1|2011|1|35|36|33.3|100|3|6|NULL
2690|3620|E|1|2011|3|57.5|55.5|50|88.9|4|9|NULL
2690|3620|E|2|2011|1|3|29|33.3|66.7|3|6|NULL
2690|3620|E|2|2011|3|47|24|50|62.5|4|8|NULL
2690|3620|M|1|2011|1|49|80|33.3|33.3|3|3|NULL
2690|3620|M|1|2011|3|30|88|33.3|33.3|3|3|NULL
2690|3620|E|1|2011|4|40|56|37.2|66.7|78|132|NULL
2690|3620|E|1|2011|5|60|59|54.5|57.9|11|19|NULL
2690|3620|M|2|2011|1|63|25|66.7|66.7|3|3|NULL
2690|3620|M|2|2011|3|14|35|66.7|66.7|3|3|NULL
2690|3620|E|2|2011|4|14|33|32.1|50.8|78|130|NULL
2690|3620|E|2|2011|5|38|28|45.5|63.2|11|19|NULL
2690|3620|M|1|2011|4|35.5|71|18.6|37.1|70|70|NULL
2690|3620|M|1|2011|5|29.5|79.5|0|16.7|6|6|NULL
2690|3620|M|2|2011|4|40|45.5|50|50.7|68|71|NULL
2690|3620|M|2|2011|5|51|55|33.3|50|6|6|NULL
2690|3620|E|1|2012|1|46|61.5|50|66.7|2|3|NULL
2690|3620|E|1|2012|3|47|38|40|60|5|5|NULL
2690|3620|E|2|2012|1|38.5|46|0|100|2|3|NULL
2690|3620|E|2|2012|3|55|49|60|40|5|5|NULL
2690|3620|M|1|2012|1|82|33|100|100|1|1|NULL
2690|3620|M|1|2012|3|76.5|83.5|50|50|2|2|NULL
2690|3620|E|2|2012|4|35.5|46|32.9|45.1|70|122|NULL
2690|3620|E|1|2012|4|40|53|32.4|61.5|71|122|NULL
2690|3620|E|2|2012|5|27.5|50|25|47.1|8|17|NULL
2690|3620|E|1|2012|5|24|61|25|61.1|8|18|NULL
2690|3620|M|1|2012|4|81|76|53.3|56.2|45|48|NULL
2690|3620|M|1|2012|5|52|53|80|83.3|5|6|NULL
2690|3620|M|2|2012|1|95|53|100|100|1|1|NULL
2690|3620|M|2|2012|3|39.5|20.5|100|100|2|2|NULL
2690|3620|M|2|2012|4|52|31|71.1|72.9|45|48|NULL
2690|3620|M|2|2012|5|58|24|80|83.3|5|6|NULL
2690|3719|E|1|2010|1|42|64|0|0|1|1|NULL
2690|3719|E|1|2010|3|56|41|100|50|1|2|NULL
2690|3719|E|1|2010|4|69.5|57|58.3|65|36|60|NULL
2690|3719|E|1|2010|5|71|46|70.6|78.9|34|57|NULL
2690|3719|E|2|2010|4|48|48|42.9|65|35|60|NULL
2690|3719|E|2|2010|5|62|40.5|67.6|80.7|34|57|NULL
2690|3719|E|2|2010|1|48|49|0|100|1|1|NULL
2690|3719|E|2|2010|3|14|31|0|100|1|2|NULL
2690|3719|E|1|2011|3|42.5|52.5|50|100|2|4|NULL
2690|3719|E|1|2011|4|56|65|39|63.2|41|68|NULL
2690|3719|E|1|2011|5|58.5|60.5|41.2|78.9|34|57|NULL
2690|3719|E|2|2011|4|46.5|46.5|62.5|61.2|40|67|NULL
2690|3719|E|2|2011|5|62|36|65.7|86.2|35|58|NULL
2690|3719|E|2|2011|3|94.5|36.5|100|75|2|4|NULL
2690|3719|E|1|2012|5|28|48|42.9|69.4|35|72|NULL
2690|3719|E|1|2012|3|34|61|0|57.1|3|7|NULL
2690|3719|E|1|2012|4|43|59|38|54.8|50|73|NULL
2690|3719|E|2|2012|3|22|31|33.3|71.4|3|7|NULL
2690|3719|E|2|2012|4|44|43|48|57.5|50|73|NULL
2690|3719|E|2|2012|5|31|29|42.9|76.4|35|72|NULL
2690|3818|H|1|2010|1|66|98.5|0|0|4|5|NULL
2690|3818|H|1|2010|2|6|50|0|50|1|2|NULL
2690|3818|H|1|2010|3|36|99|0|0|8|8|NULL
2690|3818|H|1|2010|4|27.5|99|7.2|8.3|346|388|NULL
2690|3818|H|1|2010|5|44|90.5|21.1|25|142|168|NULL
2690|3818|H|2|2010|4|34|41|49|45.7|345|386|NULL
2690|3818|H|2|2010|5|45.5|9.5|79.7|75.8|138|167|NULL
2690|3818|H|2|2010|1|49|62|50|40|4|5|NULL
2690|3818|H|2|2010|2|33|4|100|100|1|2|NULL
2690|3818|H|2|2010|3|38|54|50|50|8|8|NULL
2690|3818|H|2|2011|4|40|46.5|49.7|48|324|393|NULL
2690|3818|H|1|2011|3|32|99|13.3|15|15|20|NULL
2690|3818|H|1|2011|4|36|99|6.1|9.2|327|394|NULL
2690|3818|H|1|2011|5|38.5|92|20.3|27.2|128|158|NULL
2690|3818|H|1|2011|1|25|99|0|16.7|3|6|NULL
2690|3818|H|2|2011|5|49.5|12|78.9|75.3|128|157|NULL
2690|3818|H|2|2011|1|82|93|33.3|33.3|3|6|NULL
2690|3818|H|2|2011|2|62.5|5|100|75|6|8|NULL
2690|3818|H|2|2011|3|22|26|53.3|50|15|20|NULL
2690|3818|H|1|2011|2|28.5|30|50|37.5|6|8|NULL
2690|3818|H|1|2012|3|47|99|25|21.4|12|14|NULL
2690|3818|H|1|2012|4|43|99|9|9.6|290|332|NULL
2690|3818|H|1|2012|5|50|98|15.4|19.6|117|143|NULL
2690|3818|H|1|2012|1|30|99|25|33.3|4|6|NULL
2690|3818|H|1|2012|2|74|99|42.9|28.6|7|7|NULL
2690|3818|H|2|2012|1|31.5|91|25|33.3|4|6|NULL
2690|3818|H|2|2012|2|68|14|71.4|71.4|7|7|NULL
2690|3818|H|2|2012|3|37|5|69.2|60|13|15|NULL
2690|3818|H|2|2012|4|39|36|49.5|46.7|293|336|NULL
2690|3818|H|2|2012|5|53|14|72.6|70.8|117|144|NULL
2690|3848|H|1|2011|4|84|96|50|0|2|4|NULL
2690|3848|H|2|2011|4|52.5|29.5|50|25|2|4|NULL
2690|3848|M|1|2011|4|1|84|0|0|1|1|NULL
470|3876|M|1|2010|1|56.5|83|16.7|33.3|6|6|NULL
470|3876|M|1|2010|2|63|54|40|60|10|10|NULL
470|3876|M|1|2010|3|76|64|55.6|60|9|10|NULL
470|3876|M|1|2010|4|47|73|25.9|35.2|85|91|NULL
470|3876|M|1|2010|5|58|57|52.6|69.7|449|478|NULL
470|3876|M|2|2010|4|53|53|51.8|50.5|85|91|NULL
470|3876|M|2|2010|5|58|21|80.2|85.7|450|481|NULL
470|3876|M|2|2010|1|27|48|50|50|6|6|NULL
470|3876|M|2|2010|2|60|27.5|70|80|10|10|NULL
470|3876|M|2|2010|3|37|20|66.7|80|9|10|NULL
470|3876|M|2|2011|4|50|56|47.9|49.4|73|80|NULL
470|3876|M|1|2011|3|54|80|22.2|27.3|9|11|NULL
470|3876|M|1|2011|4|55|88|27.4|34.2|73|80|NULL
470|3876|M|1|2011|5|63|56|56.7|71.4|441|475|NULL
470|3876|M|1|2011|1|72.5|86.5|25|50|4|4|NULL
470|3876|M|2|2011|5|53|20|79.7|84.1|443|477|NULL
470|3876|M|2|2011|1|40.5|44|75|75|4|4|NULL
470|3876|M|2|2011|2|78.5|13.5|87.5|87.5|8|8|NULL
470|3876|M|2|2011|3|60|31|66.7|81.8|9|11|NULL
470|3876|M|1|2011|2|62|50|75|75|8|8|NULL
470|3876|M|1|2012|3|71.5|46|66.7|66.7|6|6|NULL
470|3876|M|1|2012|4|61|77|40|38.6|75|83|NULL
470|3876|M|1|2012|5|67|51|64.6|78.7|449|478|NULL
470|3876|M|1|2012|1|46|80.5|50|60|4|5|NULL
470|3876|M|1|2012|2|72|27|90.9|83.3|11|12|NULL
470|3876|M|2|2012|1|46|51|50|60|4|5|NULL
470|3876|M|2|2012|2|71|12|90.9|83.3|11|12|NULL
470|3876|M|2|2012|3|85.5|15|83.3|83.3|6|6|NULL
470|3876|M|2|2012|4|53|48|60.8|51.9|74|81|NULL
470|3876|M|2|2012|5|58|16.5|85.1|87.1|450|479|NULL
470|3923|E|1|2010|2|26|32|0|50|1|6|NULL
470|3923|E|1|2010|4|34|66.5|0|0|2|2|NULL
470|3923|E|1|2010|5|59|38|66.7|89.3|39|84|NULL
470|3923|M|1|2010|1|60|48|100|100|1|1|NULL
470|3923|M|1|2010|2|30.5|52|50|75|2|4|NULL
470|3923|M|1|2010|4|22|69|14.3|14.3|7|7|NULL
470|3923|M|1|2010|5|49.5|50|42.9|67.3|42|52|NULL
470|3923|M|2|2010|1|10|10|100|100|1|1|NULL
470|3923|E|2|2010|2|94|15|100|83.3|1|6|NULL
470|3923|E|2|2010|4|70.5|64|50|50|2|2|NULL
470|3923|E|2|2010|5|65|31|82.1|92.9|39|84|NULL
470|3923|M|2|2010|2|31|22.5|100|100|2|4|NULL
470|3923|M|2|2010|4|49|35|28.6|71.4|7|7|NULL
470|3923|M|2|2010|5|51.5|20.5|78.6|88.5|42|52|NULL
470|3923|M|1|2011|2|51.5|83.5|50|66.7|2|3|NULL
470|3923|E|2|2011|2|61|41|100|83.3|4|6|NULL
470|3923|E|2|2011|5|61|23|91.5|91.3|59|127|NULL
470|3923|M|1|2011|3|96|31|100|100|1|1|NULL
470|3923|M|1|2011|4|59.5|85.5|33.3|16.7|6|6|NULL
470|3923|M|2|2011|2|17|29|50|66.7|2|3|NULL
470|3923|M|2|2011|3|98|28|100|100|1|1|NULL
470|3923|E|1|2011|2|72.5|54|50|83.3|4|6|NULL
470|3923|E|1|2011|5|58|41|71.2|90.6|59|127|NULL
470|3923|M|1|2011|5|40.5|67|32.1|61.2|56|67|NULL
470|3923|M|2|2011|4|47.5|51.5|33.3|50|6|6|NULL
470|3923|M|2|2011|5|58.5|22|83.9|83.6|56|67|NULL
470|3923|M|1|2012|2|55|51|40|100|5|5|NULL
470|3923|E|2|2012|2|75|27|80|80|5|10|NULL
470|3923|E|2|2012|5|56|19|81.9|89.3|83|169|NULL
470|3923|M|1|2012|3|68|15|100|100|1|1|NULL
470|3923|E|2|2012|4|17|23|33.3|75|3|8|NULL
470|3923|M|1|2012|5|60|50|40|62.5|55|72|NULL
470|3923|E|1|2012|4|71|45|100|62.5|3|8|NULL
470|3923|E|1|2012|5|55|28|71.1|84.2|83|171|NULL
470|3923|M|1|2012|4|67|97.5|50|0|2|3|NULL
470|3923|E|1|2012|2|38|34|60|70|5|10|NULL
470|3923|M|2|2012|2|47|16|100|100|5|5|NULL
470|3923|M|2|2012|3|56|12|100|100|1|1|NULL
470|3923|M|2|2012|4|50.5|70.5|50|33.3|2|3|NULL
470|3923|M|2|2012|5|39.5|15.5|72.2|85.9|54|71|NULL
2690|3933|E|1|2010|1|21|33|33.3|75|3|4|NULL
2690|3933|E|1|2010|3|5|72|0|50|1|2|NULL
2690|3933|E|1|2010|4|22|35|32.5|80.5|117|190|NULL
2690|3933|E|1|2010|5|15.5|31|33.3|90|24|40|NULL
2690|3933|M|2|2010|5|46|19|82.5|86.1|57|72|NULL
2690|3933|E|2|2010|1|19|26|66.7|100|3|4|NULL
2690|3933|E|2|2010|3|1|33|0|50|1|2|NULL
2690|3933|E|2|2010|4|33|31.5|51.7|76.4|118|191|NULL
2690|3933|E|2|2010|5|31.5|28.5|54.2|87.5|24|40|NULL
2690|3933|M|1|2010|5|39|48|47.4|72.2|57|72|NULL
2690|3933|M|1|2010|2|46.5|47|50|100|2|4|NULL
2690|3933|M|1|2010|3|57|77|0|33.3|1|3|NULL
2690|3933|M|1|2010|4|32|62|21.2|50|165|192|NULL
2690|3933|M|2|2010|3|13|67|0|66.7|1|3|NULL
2690|3933|M|2|2010|4|36.5|26|59.6|77.1|166|192|NULL
2690|3933|M|2|2010|2|42.5|13.5|100|100|2|4|NULL
2690|3933|E|1|2011|4|18|54.5|15.9|66.5|164|254|NULL
2690|3933|E|1|2011|2|97|30|66.7|100|3|3|NULL
2690|3933|E|1|2011|3|1|63|0|66.7|1|3|NULL
2690|3933|E|2|2011|3|1|19|0|66.7|1|3|NULL
2690|3933|E|1|2011|5|16|49|17.5|69.2|40|65|NULL
2690|3933|M|2|2011|5|52|17|74|88.4|73|86|NULL
2690|3933|E|2|2011|2|60|10|100|100|3|3|NULL
2690|3933|M|1|2011|2|85|75|66.7|100|3|3|NULL
2690|3933|E|2|2011|4|29|37|39.6|69.7|164|254|NULL
2690|3933|E|1|2011|1|16|46.5|0|50|2|2|NULL
2690|3933|E|2|2011|1|21.5|29.5|50|50|2|2|NULL
2690|3933|M|1|2011|1|19|87|0|50|3|4|NULL
2690|3933|M|1|2011|3|73|85|37.5|25|8|8|NULL
2690|3933|E|2|2011|5|30|32|46.2|84.8|39|66|NULL
2690|3933|M|1|2011|5|62|57|54.8|73.3|73|86|NULL
2690|3933|M|2|2011|4|45|31|60.3|67.8|239|256|NULL
2690|3933|M|2|2011|1|57|23|33.3|50|3|4|NULL
2690|3933|M|1|2011|4|54|72.5|31.7|47.1|240|255|NULL
2690|3933|M|2|2011|3|71.5|37.5|50|87.5|8|8|NULL
2690|3933|M|2|2011|2|31|16|66.7|100|3|3|NULL
2690|3933|E|1|2012|4|25|49|30.4|66.2|191|290|NULL
2690|3933|E|1|2012|5|28.5|49|42.5|69.2|40|65|NULL
2690|3933|E|1|2012|3|24|60|0|50|3|4|NULL
2690|3933|E|2|2012|3|21|34|66.7|60|3|5|NULL
2690|3933|E|2|2012|4|40|38|55|67.7|191|291|NULL
2690|3933|E|2|2012|5|44|28|60|84.6|40|65|NULL
2690|3933|E|1|2012|1|58|46.5|50|66.7|2|3|NULL
2690|3933|E|2|2012|1|67.5|31.5|100|100|2|3|NULL
2690|3933|M|1|2012|2|58|23|66.7|100|3|3|NULL
2690|3933|M|1|2012|3|42|70|22.2|44.4|9|9|NULL
2690|3933|M|1|2012|4|44|71|25.6|43.6|270|287|NULL
2690|3933|M|1|2012|5|49.5|60.5|44.4|69.6|72|79|NULL
2690|3933|M|1|2012|1|7.5|71.5|0|75|2|4|NULL
2690|3933|M|2|2012|1|68|38|100|100|2|4|NULL
2690|3933|M|2|2012|2|82|10|100|100|3|3|NULL
2690|3933|M|2|2012|3|49|37|66.7|77.8|9|9|NULL
2690|3933|M|2|2012|4|60|28|75.7|78.3|272|290|NULL
2690|3933|M|2|2012|5|69.5|23|84.7|88.5|72|78|NULL
2690|3997|E|1|2010|1|48|45|100|100|1|1|NULL
2690|3997|E|1|2010|3|27.5|36.5|50|40|2|5|NULL
2690|3997|E|1|2010|4|32|50|30.8|63.6|65|107|NULL
2690|3997|E|1|2010|5|43|46|43.3|70.5|30|44|NULL
2690|3997|E|2|2010|3|26|26|50|100|2|5|NULL
2690|3997|E|2|2010|4|21|41.5|31.8|62.3|66|106|NULL
2690|3997|E|2|2010|5|39|34|43.3|70.5|30|44|NULL
2690|3997|E|2|2010|1|31|21|100|100|1|1|NULL
2690|3997|E|1|2011|3|75|88|33.3|33.3|3|3|NULL
2690|3997|E|1|2011|4|38|60|38.1|73.5|63|102|NULL
2690|3997|E|1|2011|5|59|61|40|76.6|25|47|NULL
2690|3997|E|2|2011|3|18|37|33.3|33.3|3|3|NULL
2690|3997|E|2|2011|4|42|36|50.8|77.5|63|102|NULL
2690|3997|E|2|2011|5|37|43|52|68.1|25|47|NULL
2690|3997|E|1|2012|5|44|27.5|67.9|87.8|28|41|NULL
2690|3997|E|1|2012|1|20|24|0|100|1|1|NULL
2690|3997|E|1|2012|3|38|69|66.7|75|3|4|NULL
2690|3997|E|1|2012|4|46.5|36.5|60.8|83.1|74|118|NULL
2690|3997|E|2|2012|1|33|31|100|100|1|1|NULL
2690|3997|E|2|2012|3|51|41|66.7|66.7|3|3|NULL
2690|3997|E|2|2012|4|39.5|30|58.1|75.4|74|118|NULL
2690|3997|E|2|2012|5|40|27|72.4|90.5|29|42|NULL
1040|4241|E|1|2010|2|27|24|100|100|1|2|NULL
1040|4241|E|1|2010|3|53.5|54|50|81.8|6|11|NULL
1040|4241|E|1|2010|4|55|34|80|90|5|10|NULL
1040|4241|E|1|2010|5|75|41|87.1|87.3|31|63|NULL
1040|4241|E|2|2010|2|54|24|100|100|1|2|NULL
1040|4241|E|2|2010|3|58|52|80|72.7|5|11|NULL
1040|4241|E|2|2010|4|51|42|80|80|5|10|NULL
1040|4241|E|2|2010|5|54|22.5|78.1|88.9|32|63|NULL
1040|4241|E|1|2011|2|73|31|100|100|1|2|NULL
1040|4241|E|1|2011|3|64|63|50|66.7|4|9|NULL
1040|4241|E|1|2011|4|74|50|66.7|85.7|6|14|NULL
1040|4241|E|1|2011|5|61.5|42.5|54.2|77.8|24|37|NULL
1040|4241|E|2|2011|2|99|11|100|100|1|2|NULL
1040|4241|E|2|2011|3|17.5|55.5|0|66.7|4|9|NULL
1040|4241|E|2|2011|4|46|48|50|78.6|6|14|NULL
1040|4241|E|2|2011|5|51|25|69.6|86.1|23|37|NULL
1040|4318|E|1|2010|4|5|53|0|0|1|1|NULL
470|4318|E|1|2010|4|5|53|0|0|1|1|NULL
2690|4318|E|1|2010|4|5|53|0|0|1|1|NULL
1040|4318|E|2|2010|4|41|72|0|0|1|1|NULL
470|4318|E|2|2010|4|41|72|0|0|1|1|NULL
2690|4318|E|2|2010|4|41|72|0|0|1|1|NULL
1040|4318|H|1|2010|1|47|99|0|0|1|2|NULL
470|4318|H|1|2010|1|47|99|0|0|1|2|NULL
2690|4318|H|1|2010|1|47|99|0|0|1|2|NULL
1040|4318|H|1|2010|2|27|38|0|0|1|1|NULL
470|4318|H|1|2010|2|27|38|0|0|1|1|NULL
2690|4318|H|1|2010|2|27|38|0|0|1|1|NULL
1040|4318|H|1|2010|3|54.5|65|0|0|2|3|NULL
470|4318|H|1|2010|3|54.5|65|0|0|2|3|NULL
2690|4318|H|1|2010|3|54.5|65|0|0|2|3|NULL
1040|4318|H|1|2010|4|33|98|0|0|7|10|NULL
470|4318|H|1|2010|4|33|98|0|0|7|10|NULL
2690|4318|H|1|2010|4|33|98|0|0|7|10|NULL
1040|4318|H|1|2010|5|50|99|0|0|9|12|NULL
470|4318|H|1|2010|5|50|99|0|0|9|12|NULL
2690|4318|H|1|2010|5|50|99|0|0|9|12|NULL
1040|4318|M|1|2010|4|18.5|98.5|0|0|8|12|NULL
470|4318|M|1|2010|4|18.5|98.5|0|0|8|12|NULL
2690|4318|M|1|2010|4|18.5|98.5|0|0|8|12|NULL
1040|4318|M|1|2010|5|31|80.5|0|0|3|7|NULL
470|4318|M|1|2010|5|31|80.5|0|0|3|7|NULL
2690|4318|M|1|2010|5|31|80.5|0|0|3|7|NULL
1040|4318|H|2|2010|3|44|9|100|66.7|2|3|NULL
470|4318|H|2|2010|3|44|9|100|66.7|2|3|NULL
2690|4318|H|2|2010|3|44|9|100|66.7|2|3|NULL
1040|4318|H|2|2010|4|46|66.5|57.1|50|7|12|NULL
470|4318|H|2|2010|4|46|66.5|57.1|50|7|12|NULL
2690|4318|H|2|2010|4|46|66.5|57.1|50|7|12|NULL
1040|4318|H|2|2010|1|29|91|0|0|1|2|NULL
470|4318|H|2|2010|1|29|91|0|0|1|2|NULL
2690|4318|H|2|2010|1|29|91|0|0|1|2|NULL
1040|4318|H|2|2010|2|25|25|100|100|1|1|NULL
470|4318|H|2|2010|2|25|25|100|100|1|1|NULL
2690|4318|H|2|2010|2|25|25|100|100|1|1|NULL
1040|4318|M|2|2010|1|29|81|0|0|1|1|NULL
470|4318|M|2|2010|1|29|81|0|0|1|1|NULL
2690|4318|M|2|2010|1|29|81|0|0|1|1|NULL
1040|4318|H|2|2010|5|26|27|37.5|54.5|8|12|NULL
470|4318|H|2|2010|5|26|27|37.5|54.5|8|12|NULL
2690|4318|H|2|2010|5|26|27|37.5|54.5|8|12|NULL
1040|4318|M|2|2010|5|28|22|33.3|20|3|7|NULL
470|4318|M|2|2010|5|28|22|33.3|20|3|7|NULL
2690|4318|M|2|2010|5|28|22|33.3|20|3|7|NULL
1040|4318|M|2|2010|4|35|84|0|14.3|5|13|NULL
470|4318|M|2|2010|4|35|84|0|14.3|5|13|NULL
2690|4318|M|2|2010|4|35|84|0|14.3|5|13|NULL
2690|4318|H|1|2011|4|49|99|0|0|2|4|NULL
470|4318|H|1|2011|4|49|99|0|0|2|4|NULL
1040|4318|H|1|2011|4|49|99|0|0|2|4|NULL
2690|4318|H|2|2011|3|18|7|100|100|1|1|NULL
470|4318|H|2|2011|3|18|7|100|100|1|1|NULL
1040|4318|H|2|2011|3|18|7|100|100|1|1|NULL
2690|4318|H|1|2011|5|78|73|57.1|50|7|10|NULL
470|4318|H|1|2011|5|78|73|57.1|50|7|10|NULL
1040|4318|H|1|2011|5|78|73|57.1|50|7|10|NULL
2690|4318|H|2|2011|2|57|3|100|100|1|1|NULL
470|4318|H|2|2011|2|57|3|100|100|1|1|NULL
1040|4318|H|2|2011|2|57|3|100|100|1|1|NULL
2690|4318|H|1|2011|3|97|99|0|0|1|1|NULL
470|4318|H|1|2011|3|97|99|0|0|1|1|NULL
1040|4318|H|1|2011|3|97|99|0|0|1|1|NULL
2690|4318|H|2|2011|4|48.5|89.5|50|75|2|4|NULL
470|4318|H|2|2011|4|48.5|89.5|50|75|2|4|NULL
1040|4318|H|2|2011|4|48.5|89.5|50|75|2|4|NULL
2690|4318|H|2|2011|5|40.5|10.5|87.5|100|8|10|NULL
470|4318|H|2|2011|5|40.5|10.5|87.5|100|8|10|NULL
1040|4318|H|2|2011|5|40.5|10.5|87.5|100|8|10|NULL
2690|4318|H|1|2011|2|15|12|100|100|1|1|NULL
470|4318|H|1|2011|2|15|12|100|100|1|1|NULL
1040|4318|H|1|2011|2|15|12|100|100|1|1|NULL
2690|4318|M|1|2011|5|23.5|91.5|0|25|8|8|NULL
470|4318|M|1|2011|5|23.5|91.5|0|25|8|8|NULL
1040|4318|M|1|2011|5|23.5|91.5|0|25|8|8|NULL
2690|4318|M|1|2011|2|11|97|0|0|1|1|NULL
470|4318|M|1|2011|2|11|97|0|0|1|1|NULL
1040|4318|M|1|2011|2|11|97|0|0|1|1|NULL
2690|4318|M|1|2011|3|1|84|0|0|1|1|NULL
470|4318|M|1|2011|3|1|84|0|0|1|1|NULL
1040|4318|M|1|2011|3|1|84|0|0|1|1|NULL
2690|4318|M|1|2011|4|17|96|0|0|13|15|NULL
470|4318|M|1|2011|4|17|96|0|0|13|15|NULL
1040|4318|M|1|2011|4|17|96|0|0|13|15|NULL
2690|4318|M|2|2011|2|10|91|0|0|1|1|NULL
470|4318|M|2|2011|2|10|91|0|0|1|1|NULL
1040|4318|M|2|2011|2|10|91|0|0|1|1|NULL
2690|4318|M|2|2011|3|5|39|0|0|1|1|NULL
470|4318|M|2|2011|3|5|39|0|0|1|1|NULL
1040|4318|M|2|2011|3|5|39|0|0|1|1|NULL
2690|4318|M|2|2011|4|24|70|13.3|18.8|15|16|NULL
470|4318|M|2|2011|4|24|70|13.3|18.8|15|16|NULL
1040|4318|M|2|2011|4|24|70|13.3|18.8|15|16|NULL
2690|4318|M|2|2011|5|20|58.5|37.5|25|8|8|NULL
470|4318|M|2|2011|5|20|58.5|37.5|25|8|8|NULL
1040|4318|M|2|2011|5|20|58.5|37.5|25|8|8|NULL
470|4329|M|1|2010|1|65|99|0|0|1|1|NULL
470|4329|M|1|2010|2|75.5|38.5|100|100|4|5|NULL
470|4329|M|1|2010|3|54.5|82.5|0|50|2|2|NULL
470|4329|M|1|2010|4|63|68.5|50|57.1|20|28|NULL
470|4329|M|1|2010|5|78.5|57|69|74.2|268|284|NULL
470|4329|M|2|2010|4|60|27|90|71.4|20|28|NULL
470|4329|M|2|2010|5|64|21|81.3|85.5|268|284|NULL
470|4329|M|2|2010|1|54|76|0|0|1|1|NULL
470|4329|M|2|2010|2|78.5|23.5|75|100|4|5|NULL
470|4329|M|2|2010|3|90|16|100|100|2|2|NULL
470|4329|M|2|2011|4|65.5|50|66.7|59.4|30|33|NULL
470|4329|M|1|2011|3|63.5|87|0|50|2|4|NULL
470|4329|M|1|2011|4|61|85|41.9|45.5|31|34|NULL
470|4329|M|1|2011|5|72|56|68.6|76.9|261|290|NULL
470|4329|M|1|2011|1|62|99|0|0|1|1|NULL
470|4329|M|2|2011|5|66|19|83.1|86.5|261|289|NULL
470|4329|M|2|2011|1|38|79|0|0|1|1|NULL
470|4329|M|2|2011|2|57.5|17|100|100|6|6|NULL
470|4329|M|2|2011|3|54|15|100|100|2|4|NULL
470|4329|M|1|2011|2|82.5|22.5|100|100|6|6|NULL
470|4329|M|1|2012|3|74.5|73|50|50|2|2|NULL
470|4329|M|1|2012|4|67|71|44.4|56.7|27|30|NULL
470|4329|M|1|2012|5|79|52.5|70.6|77.2|282|307|NULL
470|4329|M|1|2012|1|79|79|100|0|1|1|NULL
470|4329|M|1|2012|2|85|24|100|100|7|7|NULL
470|4329|M|2|2012|1|80|60|100|100|1|1|NULL
470|4329|M|2|2012|2|91|14|100|100|7|7|NULL
470|4329|M|2|2012|3|74|27.5|100|100|2|2|NULL
470|4329|M|2|2012|4|67|25|77.8|73.3|27|30|NULL
470|4329|M|2|2012|5|73|18|86.2|89.3|282|307|NULL
1040|4374|H|1|2010|2|39|99|0|0|1|1|NULL
1040|4374|H|1|2010|3|47|99|0|0|1|1|NULL
1040|4374|H|1|2010|4|57|99|0|0|5|5|NULL
1040|4374|H|1|2010|5|47.5|99|5.6|4.8|18|21|NULL
1040|4374|H|2|2010|3|11|88|0|0|1|1|NULL
1040|4374|H|2|2010|4|41|11|60|80|5|5|NULL
1040|4374|H|2|2010|5|24.5|25.5|61.1|57.1|18|21|NULL
1040|4374|H|2|2010|2|58|89|0|0|1|1|NULL
1040|4374|H|1|2011|1|86|27|100|100|1|1|NULL
1040|4374|H|1|2011|3|75|99|0|0|3|3|NULL
1040|4374|H|1|2011|4|47.5|99|0|0|2|2|NULL
1040|4374|H|1|2011|5|58|99|19|20|21|31|NULL
1040|4374|H|2|2011|3|10.5|71|0|0|2|2|NULL
1040|4374|H|2|2011|4|41|21.5|50|50|2|2|NULL
1040|4374|H|2|2011|5|70|22.5|81.8|83.3|22|31|NULL
1040|4374|H|2|2011|1|93|30|100|100|1|1|NULL
1040|4374|H|1|2012|3|52|99|0|0|2|2|NULL
1040|4374|H|1|2012|4|3|99|0|0|1|2|NULL
1040|4374|H|1|2012|5|52|99|11.8|21.7|17|23|NULL
1040|4374|H|2|2012|3|57.5|83|0|0|2|2|NULL
1040|4374|H|2|2012|4|25|98|0|0|1|1|NULL
1040|4374|H|2|2012|5|47|33|50|55.6|20|27|NULL
2690|4408|E|1|2010|3|65|57|100|100|1|2|NULL
2690|4408|E|1|2010|4|55.5|49.5|55|56.2|40|73|NULL
2690|4408|E|1|2010|5|53|50|44.4|78.6|9|14|NULL
2690|4408|E|2|2010|3|84|81|100|50|1|2|NULL
2690|4408|E|2|2010|4|52|47|47.5|66.7|40|72|NULL
