DISTRICT_NUMBER|SCHOOL_NUMBER|EMH_LEVEL|CONTENT_AREA|YEAR|GRADE|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT
470|5638|E|2|2011|4|30|37|37.2|56|43|50
470|5638|M|1|2011|6|57|59|52|61.5|25|26
470|5638|M|1|2011|7|75|87|33.3|35.3|15|17
470|5638|M|2|2011|8|50.5|37|58.3|58.3|12|12
470|5638|E|2|2011|5|37|33.5|55.9|81.6|34|38
470|5638|E|1|2012|4|45|47|41.4|73.7|29|38
470|5638|M|1|2012|8|59.5|87.5|16.7|30.4|18|23
470|5638|M|1|2012|9|71|99|27.3|33.3|11|12
470|5638|E|1|2012|5|43|69|35.1|46.3|37|41
470|5638|M|1|2012|7|62.5|55.5|50|72.2|18|18
470|5638|E|2|2012|4|42|34|51.7|68.4|29|38
470|5638|E|2|2012|5|59|38|48.6|65.9|37|41
470|5638|M|1|2012|6|79|75|55.6|52.2|18|23
470|5638|M|2|2012|6|74.5|35.5|77.8|87|18|23
470|5638|M|2|2012|7|75|20|88.9|88.9|18|18
470|5638|M|2|2012|8|75|30.5|83.3|69.6|18|23
470|5638|M|2|2012|9|87|8|100|91.7|11|12
2690|5881|E|1|2012|4|38|35|55.8|90.9|52|77
2690|5881|E|1|2012|5|40|30.5|53.3|80|30|40
2690|5881|E|2|2012|4|24.5|25|50|80.3|52|76
2690|5881|E|2|2012|5|46.5|22|60|77.5|30|40
2690|5881|M|1|2012|6|35.5|58|30|61.3|100|111
2690|5881|M|1|2012|7|35.5|65|20.7|56.7|82|97
2690|5881|M|1|2012|8|35|86|17.8|36.7|45|60
2690|5881|M|2|2012|6|50|25|65|74.5|100|110
2690|5881|M|2|2012|7|57|19|79|83.3|81|96
2690|5881|M|2|2012|8|50|37|66.7|70|45|60
470|6352|E|1|2010|4|55|49|54.5|62.4|77|85
470|6352|E|1|2010|5|75|65|63.9|62.7|61|67
470|6352|E|2|2010|4|46|46|50.9|44.7|57|85
470|6352|E|2|2010|5|56|52|47.5|43.3|59|67
470|6352|E|2|2011|4|28|49|22.6|40.7|31|54
470|6352|E|2|2011|5|57|51|58.7|55.7|75|79
470|6352|E|1|2011|4|24|60.5|18.8|48.1|48|53
470|6352|E|1|2011|5|62|68.5|48.7|60.8|76|79
470|6352|E|1|2012|4|36|54|36.7|65.2|60|66
470|6352|E|1|2012|5|67|68|51|52.5|49|59
470|6352|E|2|2012|4|40|48|46.9|46.2|49|65
470|6352|E|2|2012|5|50|49|48|47.5|50|59
470|6362|E|1|2010|4|80|50.5|77.4|81.6|84|98
470|6362|E|1|2010|5|49|41|47.1|68.1|85|94
470|6362|E|2|2010|4|52|42|61|58.2|77|98
470|6362|E|2|2010|5|54|40|63.9|66.7|83|93
470|6362|E|2|2011|4|63|41|68|75.3|75|97
470|6362|E|2|2011|5|58.5|37.5|69|72.2|100|115
470|6362|E|1|2011|4|74|58|69.9|81.8|83|99
470|6362|E|1|2011|5|47|57.5|39|68.7|100|115
470|6362|E|1|2012|4|75|41|84.4|91.7|45|48
470|6362|E|1|2012|5|53|51|54.2|66.7|48|51
470|6362|E|2|2012|4|64|34|74.4|68.8|39|48
470|6362|E|2|2012|5|48|40|62.5|62.7|48|51
470|6418|H|1|2010|10|45.5|99|7.1|11.5|14|27
470|6418|H|1|2010|9|30.5|99|0|0|4|15
470|6418|H|2|2010|10|45|20|61.5|60|13|27
470|6418|H|2|2010|9|58|83|25|60|4|15
470|6418|H|2|2011|10|14|87|28.6|38.9|7|18
470|6418|H|2|2011|9|96|75|100|50|3|13
470|6418|H|1|2011|10|63|99|14.3|5.3|7|19
470|6418|H|1|2011|9|91|99|0|16.7|2|13
470|6418|H|1|2012|10|36|99|0|0|9|12
470|6418|H|1|2012|9|9|81|0|0|1|2
470|6418|H|2|2012|10|33.5|30|50|50|8|12
470|6418|H|2|2012|9|1|13|0|50|1|2
470|6492|E|1|2010|4|39|52|38.6|65.6|57|64
470|6492|E|1|2010|5|53|65|47.1|47.3|51|55
470|6492|E|2|2010|4|29.5|45|33.3|36.1|30|61
470|6492|E|2|2010|5|47|53|52|54.7|50|56
470|6492|E|2|2011|4|50|44|73.9|44.6|23|56
470|6492|E|2|2011|5|61|52.5|51.7|52.3|58|65
470|6492|E|1|2011|4|55.5|61.5|46|74.5|50|55
470|6492|E|1|2011|5|71|70|54.4|71.4|57|65
470|6492|E|1|2012|4|38|51|44.9|60.7|49|56
470|6492|E|1|2012|5|52|63|33.9|58.1|56|62
470|6492|E|2|2012|4|45|45|40|41.1|25|56
470|6492|E|2|2012|5|61|48|60.7|60.3|56|63
2690|6500|E|1|2010|4|41|48.5|44.7|67.4|38|43
2690|6500|E|1|2010|5|43|55.5|31|52|42|50
2690|6500|E|2|2010|4|24|46|36.8|52.3|38|44
2690|6500|E|2|2010|5|26|46|29.3|55.1|41|49
2690|6500|E|2|2011|4|37|48|45.7|47.4|35|39
2690|6500|E|2|2011|5|21.5|47|25|38.5|32|39
2690|6500|E|1|2011|4|27.5|63|22.2|50|36|38
2690|6500|E|1|2011|5|23.5|70|15.6|30.8|32|39
2690|6500|E|1|2012|4|26.5|62.5|23.8|34.1|42|44
2690|6500|E|1|2012|5|31.5|74|15.6|26.3|32|38
2690|6500|E|2|2012|4|22.5|49|30|38.6|40|44
2690|6500|E|2|2012|5|33|49|32.3|37.8|31|37
1040|6524|M|1|2010|7|56.5|48|57.6|84.7|158|189
1040|6524|M|1|2010|8|54|61|43.6|67.1|165|171
1040|6524|M|2|2010|7|57|18|85.4|95.2|158|189
1040|6524|M|2|2010|8|42|17|76.2|82.2|164|171
1040|6524|M|2|2011|7|55|22|82.7|88.4|197|198
1040|6524|M|2|2011|8|52.5|9|90.2|95.6|174|183
1040|6524|M|1|2011|7|63|53|59.4|75.8|197|198
1040|6524|M|1|2011|8|43|34.5|55.7|76.5|174|183
1040|6524|M|1|2012|7|59.5|55|58.9|75.6|190|193
1040|6524|M|1|2012|8|44|45|51.9|78.6|185|192
1040|6524|M|2|2012|7|43|17|76.8|85|190|193
1040|6524|M|2|2012|8|58|12|83.8|89.6|185|192
1040|6533|M|1|2010|6|54|41|59|75.1|295|339
1040|6533|M|1|2010|7|55|53|55.2|73.9|328|379
1040|6533|M|1|2010|8|39|56|36.7|64|376|430
1040|6533|M|2|2010|8|53|13|80.2|81.7|374|429
1040|6533|M|2|2010|6|52.5|24|74.7|84.6|296|339
1040|6533|M|2|2010|7|44|21|78|85.8|328|379
1040|6533|M|1|2011|7|39.5|57|38.5|62.5|304|339
1040|6533|M|1|2011|6|44|47.5|46.1|76.6|334|372
1040|6533|M|2|2011|6|54|19|80.2|84.4|333|372
1040|6533|M|1|2011|8|41|47|37.3|61.9|351|377
1040|6533|M|2|2011|8|51|13|79.7|84|350|376
1040|6533|M|2|2011|7|48|22|72.8|82|302|337
1040|6533|M|1|2012|7|53|56|48.2|73.3|332|371
1040|6533|M|1|2012|8|45|56|40.3|64.7|318|357
1040|6533|M|1|2012|6|36|39|44.3|77.3|325|365
1040|6533|M|2|2012|6|44|16|79.5|86.9|327|367
1040|6533|M|2|2012|7|46|16|76.8|85.4|332|371
1040|6533|M|2|2012|8|61|13|82.7|82.9|318|357
470|6599|E|1|2010|5|60|46|58.6|77.2|99|127
470|6599|E|1|2010|6|70|62.5|62.7|71.4|102|133
470|6599|M|2|2010|7|54.5|32.5|71.7|67.4|106|129
470|6599|M|2|2010|8|50|23|72.9|75.6|107|131
470|6599|E|2|2010|5|54|34|66.7|79.5|99|127
470|6599|E|2|2010|6|64|32.5|73.5|81.2|102|133
470|6599|M|1|2010|7|80.5|69|60.4|61.5|106|130
470|6599|M|1|2010|8|84|72|58.9|63.4|107|131
470|6599|E|2|2011|5|57.5|37|66.4|75.7|116|136
470|6599|E|2|2011|6|63|27|80.2|82.7|111|140
470|6599|M|1|2011|7|66|75|44.8|54.9|125|142
470|6599|M|1|2011|8|74|59|58|61.2|119|134
470|6599|E|1|2011|6|68.5|59|58.9|73.8|112|141
470|6599|M|2|2011|7|56|29|70.4|76.8|125|142
470|6599|M|2|2011|8|82|30|86.6|83.6|119|134
470|6599|E|1|2011|5|74|62.5|55.2|67.9|116|137
470|6599|M|1|2012|6|64|58|52.7|67.1|131|164
470|6599|M|1|2012|7|83|62|68.2|77.2|129|145
470|6599|M|1|2012|8|72|71|50.4|60|133|150
470|6599|M|2|2012|6|71|30|81.4|80|129|160
470|6599|M|2|2012|7|58|21|78.3|82.1|129|145
470|6599|M|2|2012|8|59|20|77.4|73.3|133|150
2690|6669|E|1|2010|4|49|41|47.2|75.7|36|37
2690|6669|E|1|2010|5|40|41|50|82.2|42|45
2690|6669|E|2|2010|4|58.5|32.5|69.4|81.6|36|38
2690|6669|E|2|2010|5|53.5|30.5|76.2|88.9|42|45
2690|6669|E|2|2011|4|51|40|58.5|71.7|41|46
2690|6669|E|2|2011|5|61.5|27|82.4|85.7|34|35
2690|6669|E|1|2011|4|65|61|43.9|78.3|41|46
2690|6669|E|1|2011|5|51|55|44.1|77.8|34|36
2690|6669|E|1|2012|4|62.5|54|58.3|82.1|36|39
2690|6669|E|1|2012|5|51.5|49|55.3|77.5|38|40
2690|6669|E|2|2012|4|46|40|69.4|75|36|40
2690|6669|E|2|2012|5|58|36|81.6|75.6|38|41
1040|6785|M|1|2010|6|48|43|52.3|79.2|172|197
1040|6785|M|1|2010|7|68.5|60|61.1|76|144|167
1040|6785|M|1|2010|8|48.5|57|44.8|66.9|268|320
1040|6785|M|2|2010|8|69.5|16|87.4|89.1|270|321
1040|6785|M|2|2010|6|51|24|77.9|89.9|172|198
1040|6785|M|2|2010|7|66|23|85.4|88.6|144|167
1040|6785|M|1|2011|7|54|62|46.9|63.5|194|232
1040|6785|M|1|2011|6|39|52|38.9|75.4|149|187
1040|6785|M|2|2011|6|48|21|73.3|89.8|150|188
1040|6785|M|1|2011|8|42|50.5|49.4|62.4|158|182
1040|6785|M|2|2011|8|46|10|77.8|83.5|158|183
1040|6785|M|2|2011|7|48|23|76.6|86.5|192|231
1040|6785|M|1|2012|7|65|60|63.3|79.6|169|206
1040|6785|M|1|2012|8|43|54|37.8|64.2|209|243
1040|6785|M|1|2012|6|39.5|45.5|42.4|75.1|158|185
1040|6785|M|2|2012|6|48|20|75.9|91.3|158|184
1040|6785|M|2|2012|7|66|20|87.4|89.7|167|204
1040|6785|M|2|2012|8|45|14|76|81|208|242
2690|6844|E|1|2010|4|61|57|55.8|70.8|43|48
2690|6844|E|1|2010|5|49|57|48.6|63.9|35|36
2690|6844|E|2|2010|4|38|48.5|35.7|47.9|42|48
2690|6844|E|2|2010|5|39|44|47.1|56.8|34|37
2690|6844|E|2|2011|4|58|48|57.5|69.8|40|43
2690|6844|E|2|2011|5|55|48|65.9|66.7|41|45
2690|6844|E|1|2011|4|61.5|65|50|67.4|40|43
2690|6844|E|1|2011|5|43|72|31.7|55.6|41|45
2690|6844|E|1|2012|4|56|60|45.3|65.6|53|61
2690|6844|E|1|2012|5|46|67.5|33.3|42.9|54|63
2690|6844|E|2|2012|4|40|44|45.3|58.7|53|63
2690|6844|E|2|2012|5|38.5|41|40.7|50|54|62
1040|7114|M|1|2010|6|53|46.5|60.4|77.7|240|292
1040|7114|M|1|2010|7|55.5|58.5|50.4|66.9|258|293
1040|7114|M|1|2010|8|54|56|46.2|65.5|286|322
1040|7114|M|2|2010|8|52|15|78.4|82.7|283|322
1040|7114|M|2|2010|6|57.5|21|81.2|86.1|240|295
1040|7114|M|2|2010|7|53|23|71.6|80.2|257|293
1040|7114|M|1|2011|7|59|59|49.8|62.4|249|284
1040|7114|M|1|2011|6|56|52|53.8|74.3|253|319
1040|7114|M|2|2011|6|56|17|78.1|85.2|251|317
1040|7114|M|1|2011|8|54|57|52.1|66|257|288
1040|7114|M|2|2011|8|46|14|73.5|80.9|257|288
1040|7114|M|2|2011|7|46|21|71.5|81.2|249|284
1040|7114|M|1|2012|7|55|58|46.4|68.8|280|330
1040|7114|M|1|2012|8|49|60|47.5|63.3|261|313
1040|7114|M|1|2012|6|49|49|48.5|70.5|235|302
1040|7114|M|2|2012|6|49|17.5|70.5|78.5|234|302
1040|7114|M|2|2012|7|44|17|76.1|80.6|280|330
1040|7114|M|2|2012|8|40|11|82|82.7|261|313
2690|7146|H|1|2010|10|28.5|99|11|10.5|218|256
2690|7146|H|1|2010|9|27|98|6.6|11.4|198|268
2690|7146|H|2|2010|10|45|26|65.3|62.9|213|255
2690|7146|H|2|2010|9|49|41|59.2|55.5|201|267
2690|7146|H|2|2011|10|29|36|48.4|45.6|188|258
2690|7146|H|2|2011|9|36|45|45.4|51.8|229|306
2690|7146|H|1|2011|10|33.5|99|4.9|5.2|184|261
2690|7146|H|1|2011|9|24|99|4.8|10.8|227|308
2690|7146|H|1|2012|10|35|99|4.5|4.4|223|248
2690|7146|H|1|2012|9|23|99|2.7|6.3|224|284
2690|7146|H|2|2012|10|41|26|56.4|52|225|250
2690|7146|H|2|2012|9|42|41|50|47.1|218|278
2690|7268|E|1|2010|4|65.5|45|70|85.9|60|71
2690|7268|E|1|2010|5|64|51|60.9|71.6|64|74
2690|7268|E|2|2010|4|34.5|38|55|70.8|60|72
2690|7268|E|2|2010|5|47|42|60|69.3|65|75
2690|7268|E|2|2011|4|43.5|36|60.9|71.2|46|52
2690|7268|E|2|2011|5|42|35|66.2|82.1|68|78
2690|7268|E|1|2011|4|63|57|61.7|79.6|47|54
2690|7268|E|1|2011|5|58|56|57.4|79.5|68|78
2690|7268|E|1|2012|4|66|47|64.7|79.6|51|54
2690|7268|E|1|2012|5|43|45.5|45.2|75.5|42|49
2690|7268|E|2|2012|4|48|38|62.7|66.7|51|54
2690|7268|E|2|2012|5|39|28|61.9|69.4|42|49
2690|7351|E|1|2010|4|70.5|49|86.7|90.3|30|31
2690|7351|E|1|2010|5|55|49.5|56.7|65.6|30|32
2690|7351|E|2|2010|4|50.5|43|66.7|71|30|31
2690|7351|E|2|2010|5|37|42|51.6|62.5|31|32
2690|7351|E|2|2011|4|28|43|35.3|42.9|34|35
2690|7351|E|2|2011|5|31|41|27.6|48.5|29|33
2690|7351|E|1|2011|4|27|68|11.8|29.4|17|35
2690|7351|E|1|2011|5|9|61|6.9|42.4|29|33
2690|7351|E|1|2012|4|56.5|60|64.7|71.8|34|39
2690|7351|E|1|2012|5|66|75|35|41.2|20|34
2690|7351|E|2|2012|4|54|40|64.7|61.5|34|39
2690|7351|E|2|2012|5|79.5|43.5|82.4|73.5|34|34
470|7365|H|1|2010|10|32|99|15.2|14.3|33|42
470|7365|H|1|2010|9|39|95|8.3|14.3|24|35
470|7365|H|2|2010|10|34|12|65.7|65.1|35|44
470|7365|H|2|2010|9|20.5|22.5|62.5|57.1|24|35
2690|7411|E|1|2010|4|27.5|51|28.6|62.5|28|32
2690|7411|E|1|2010|5|31|51|33.3|54.1|36|37
2690|7411|E|1|2010|6|32|58|20|45.5|10|11
2690|7411|E|2|2010|4|20|42|24.1|40.6|29|32
2690|7411|E|2|2010|5|28|45|35.1|46.2|37|39
2690|7411|E|2|2010|6|48|32.5|90|81.8|10|11
2690|7411|E|2|2011|4|34.5|40|50|58.6|26|29
2690|7411|E|1|2011|4|39|57|25.9|51.7|27|29
2690|7411|E|1|2011|5|16|70|8.8|30.8|34|39
2690|7411|E|2|2011|5|32.5|40|41.2|50|34|38
2690|7411|E|1|2012|4|50|56|58.6|78.1|29|32
2690|7411|E|1|2012|5|57.5|58.5|46.2|57.1|26|28
2690|7411|E|2|2012|4|18|33.5|35.7|62.5|28|32
2690|7411|E|2|2012|5|62|39|63|82.1|27|28
2690|7488|H|1|2010|10|62|87|20.5|16.1|39|62
2690|7488|H|1|2010|9|44|94|27.5|28|69|101
2690|7488|H|2|2010|10|43|4|84.6|75.8|39|62
2690|7488|H|2|2010|9|53.5|23|76.5|77.8|68|100
2690|7488|H|2|2011|10|53|18|73.1|69.5|93|118
2690|7488|H|2|2011|9|48|19.5|71.4|73.5|105|139
2690|7488|H|1|2011|10|55|99|16.1|14.4|93|118
2690|7488|H|1|2011|9|55.5|75|34.9|38|106|139
2690|7488|H|1|2012|10|44|95|25.3|25.5|99|106
2690|7488|H|1|2012|9|56.5|88|28.7|29.6|108|125
2690|7488|H|2|2012|10|49|6|88|86.9|100|107
2690|7488|H|2|2012|9|54.5|16.5|78.7|80.8|108|125
2690|7527|M|1|2010|6|10|61|6.8|24.4|73|92
2690|7527|M|1|2010|7|14|84|2.4|12.8|85|109
2690|7527|M|1|2010|8|27|91|8.5|16.4|118|134
2690|7527|M|2|2010|7|29.5|54|31|33.9|84|109
2690|7527|M|2|2010|8|43.5|47|43.1|38.3|116|134
2690|7527|M|2|2010|6|12|48|16.4|36.7|73|90
2690|7527|M|1|2011|8|34.5|96|3.5|7.1|86|99
2690|7527|M|1|2011|6|7|72|2.5|17.4|80|92
2690|7527|M|1|2011|7|22.5|88|6.4|10.6|78|95
2690|7527|M|2|2011|6|10|43.5|16.2|30.1|80|93
2690|7527|M|2|2011|7|22|55|21.8|22.8|78|93
2690|7527|M|2|2011|8|36|60.5|35.3|36.1|85|99
2690|7543|E|1|2010|4|41|44|51.9|78.6|77|84
2690|7543|E|1|2010|5|66|39|69.6|89.7|79|87
2690|7543|E|2|2010|4|50|41|61.8|74.4|76|82
2690|7543|E|2|2010|5|68|31|82.3|89.7|79|87
2690|7543|M|2|2010|6|41|27|62.8|72.1|43|43
2690|7543|M|2|2010|7|67|33|78.9|73.7|19|19
2690|7543|M|2|2010|8|59|25|68.4|80|19|20
2690|7543|M|1|2010|6|29|48|21.4|69|42|42
2690|7543|M|1|2010|7|30|60|21.1|63.2|19|19
2690|7543|M|1|2010|8|35|50|29.4|83.3|17|20
2690|7543|E|1|2011|5|44|60|29.9|67.1|77|85
2690|7543|M|2|2011|6|65|14|88.4|95.5|43|44
2690|7543|M|1|2011|8|34|60|31.2|68.8|16|16
2690|7543|E|2|2011|4|63.5|35|75.7|75.9|70|79
2690|7543|E|1|2011|4|61|52|55.6|77.1|72|83
2690|7543|M|1|2011|6|62|39|69.8|88.6|43|44
2690|7543|M|1|2011|7|63|75|44|72|25|25
2690|7543|M|2|2011|7|60|21|68|88|25|25
2690|7543|E|2|2011|5|32|37.5|36.8|59.5|76|84
2690|7543|M|2|2011|8|54|19|81.2|93.8|16|16
2690|7543|M|1|2012|7|21|22|53.3|86.7|30|30
2690|7543|M|1|2012|8|74.5|67|38.9|88.9|18|18
2690|7543|E|1|2012|5|66|37|69.3|76.8|75|82
2690|7543|E|2|2012|4|49.5|33|64.9|81.8|74|77
2690|7543|E|2|2012|5|64|25|78.1|77.8|73|81
2690|7543|E|1|2012|4|72|43|82.7|92.2|75|77
2690|7543|M|1|2012|6|52|50.5|54.2|79.2|24|24
2690|7543|M|2|2012|6|50.5|34|75|83.3|24|24
2690|7543|M|2|2012|7|42.5|9.5|73.3|100|30|30
2690|7543|M|2|2012|8|66|10|82.4|83.3|17|18
470|7552|E|1|2010|4|22|34|33.8|83.7|77|86
470|7552|E|1|2010|5|45|40.5|56.9|79.2|72|78
470|7552|E|2|2010|4|39|33|53.2|75.6|77|86
470|7552|E|2|2010|5|60.5|31.5|77.8|83.1|72|78
470|7552|E|2|2011|4|23|32|35.4|65.8|65|76
470|7552|E|2|2011|5|43.5|32|61.2|69.8|80|86
470|7552|E|1|2011|4|29.5|50|29.4|76.3|68|76
470|7552|E|1|2011|5|40|57.5|41.2|65.1|80|86
470|7552|E|1|2012|4|38|38|49.3|78.9|71|76
470|7552|E|1|2012|5|58.5|42|61.3|77.1|62|70
470|7552|E|2|2012|4|54|30|64.8|70.7|71|75
470|7552|E|2|2012|5|47.5|33|69.4|74.3|62|70
1040|7612|E|1|2010|4|61|36|71.4|90.4|35|52
1040|7612|E|1|2010|5|55|36.5|63.2|90.2|38|51
1040|7612|E|2|2010|4|61|30|78.8|92.3|33|52
1040|7612|M|1|2010|6|54|46|62.9|76|205|243
1040|7612|M|1|2010|7|44|53|42.9|73|224|266
1040|7612|M|2|2010|7|53.5|22|80.8|87.3|224|271
1040|7612|E|2|2010|5|54|27|78.4|90|37|51
1040|7612|M|2|2010|6|61|24|84.4|90.8|205|241
1040|7612|E|1|2011|4|50.5|49.5|47.2|85.4|36|48
1040|7612|M|1|2011|6|59|54|59.2|78.1|169|215
1040|7612|M|2|2011|6|57.5|21|77.7|85.6|166|218
1040|7612|M|2|2011|7|40|22|63.5|77.9|211|244
1040|7612|E|2|2011|4|41|29|70.3|89.6|37|48
1040|7612|E|2|2011|5|47.5|23.5|78.3|89.1|46|55
1040|7612|M|1|2011|7|49|59|41.8|56.8|213|243
1040|7612|E|1|2011|5|48|44|43.5|87.3|46|55
1040|7612|M|2|2011|9|49|7|89.3|94.2|75|121
1040|7612|M|1|2011|8|62.5|51.5|56.8|69.8|236|268
1040|7612|M|1|2011|9|48.5|53.5|47.2|60.8|72|120
1040|7612|M|2|2011|8|56|14|83.5|89.9|236|268
1040|7612|E|2|2012|4|46.5|28.5|67.2|84.8|64|79
1040|7612|E|1|2012|5|53|40|77.8|84.9|45|53
1040|7612|E|2|2012|5|48|21|80|90.4|45|52
1040|7612|M|1|2012|6|60|44|71.4|85|213|266
1040|7612|M|1|2012|7|55|57|57.6|75|205|240
1040|7612|M|1|2012|8|49|59|37.1|60|221|250
1040|7612|H|1|2012|9|61.5|65|51.1|58.2|180|213
1040|7612|H|2|2012|10|59|2|95.3|93.7|106|127
1040|7612|H|2|2012|9|71|7|92.7|92|179|212
1040|7612|H|1|2012|10|54.5|67.5|51.9|47.7|106|128
1040|7612|E|1|2012|4|72.5|45|76.6|91.1|64|79
1040|7612|M|2|2012|6|68.5|16|90.1|93.9|212|262
1040|7612|M|2|2012|7|59|16|81.3|82|203|239
1040|7612|M|2|2012|8|57|16|81.4|82|221|250
1040|7676|E|1|2010|4|61.5|42.5|75|84.2|32|38
1040|7676|E|1|2010|5|60.5|42|72.2|81|36|42
1040|7676|E|2|2010|4|56.5|38.5|81.2|81.6|32|38
1040|7676|E|2|2010|5|58|24.5|77.8|88.1|36|42
1040|7676|E|2|2011|4|55.5|32|75|84.1|36|44
1040|7676|E|2|2011|5|33|32|57.1|67.7|21|31
1040|7676|E|1|2011|4|42.5|56|33.3|84.1|36|44
1040|7676|E|1|2011|5|38|64|28.6|64.5|21|31
1040|7676|E|1|2012|4|51|47|58.3|71.7|48|60
1040|7676|E|1|2012|5|63|48|63.4|80.4|41|51
1040|7676|E|2|2012|4|53.5|26.5|76|77|50|61
1040|7676|E|2|2012|5|65|25|82.9|74.5|41|51
2690|7712|E|1|2010|4|66.5|57.5|60|74.4|40|43
2690|7712|E|1|2010|5|55|52|60.6|76.9|33|39
2690|7712|E|2|2010|4|36|44|35.9|58.1|39|43
2690|7712|E|2|2010|5|69|45|84.8|69.2|33|39
2690|7712|E|2|2011|4|75|48|87.8|78.7|41|47
2690|7712|E|2|2011|5|57|39|70.6|73.7|34|38
2690|7712|E|1|2011|4|88|66|76.2|86.7|42|45
2690|7712|E|1|2011|5|72|67|52.9|76.3|34|38
2690|7712|E|1|2012|4|46.5|42.5|50|85.7|40|42
2690|7712|E|1|2012|5|41|45.5|41.7|71.1|36|38
2690|7712|E|2|2012|4|61|30|75.6|90.7|41|43
2690|7712|E|2|2012|5|45.5|23.5|58.3|78.9|36|38
2690|7764|E|1|2010|4|37.5|46.5|36.8|72|68|75
2690|7764|E|1|2010|5|31|50|27|60|63|65
2690|7764|E|2|2010|4|39|42|53.6|61.3|69|75
2690|7764|E|2|2010|5|29|47|34.9|53.8|63|65
2690|7764|E|2|2011|4|48|39|54.9|67.1|71|76
2690|7764|E|2|2011|5|40|37.5|56.1|74|66|73
2690|7764|E|1|2011|4|44.5|59.5|33.3|67.5|72|77
2690|7764|E|1|2011|5|43|65.5|27.3|54.1|66|74
2690|7764|E|1|2012|4|28|52|25.4|56.3|67|71
2690|7764|E|1|2012|5|42|59|32.8|45.7|67|70
2690|7764|E|2|2012|4|39.5|44|50|51.4|66|70
2690|7764|E|2|2012|5|35|39|49.2|69.1|65|68
2690|7847|E|1|2010|4|42|48|44.8|75.3|87|94
2690|7847|E|1|2010|5|52|46|51.2|73.9|82|88
2690|7847|E|2|2010|4|37|41|48.3|66.7|87|94
2690|7847|E|2|2010|5|34|37|50|76.1|82|88
2690|7847|E|2|2011|4|42|39.5|53|65.8|66|73
2690|7847|E|2|2011|5|36|39|49.4|67|85|91
2690|7847|E|1|2011|4|47|59|45.5|68.5|66|73
2690|7847|E|1|2011|5|36|66|35.3|62|85|92
2690|7847|E|1|2012|4|63.5|49.5|60.3|83.1|78|83
2690|7847|E|1|2012|5|49|52|43.2|67.9|74|78
2690|7847|E|2|2012|4|46.5|37|60.3|62.7|78|83
2690|7847|E|2|2012|5|35.5|36.5|51.4|65.4|74|78
2690|7925|M|1|2010|6|26|60.5|13.8|46.3|174|190
2690|7925|M|1|2010|7|34|70|19.3|39.2|176|199
2690|7925|M|1|2010|8|37|84.5|9.1|23.3|198|220
2690|7925|M|2|2010|8|38|43.5|53.5|50.7|200|223
2690|7925|M|2|2010|6|40.5|35|48.3|64.9|174|192
2690|7925|M|2|2010|7|30.5|34|44.4|53.8|178|196
2690|7925|M|1|2011|7|35.5|83|17.8|26.1|174|189
2690|7925|M|1|2011|6|32|67|19.4|44|160|183
2690|7925|M|2|2011|6|29.5|32|47.5|59.1|160|182
2690|7925|M|1|2011|8|27|83|8.5|21.7|188|210
2690|7925|M|2|2011|8|29.5|37|43.5|54.9|186|208
2690|7925|M|2|2011|7|33|39|45.1|52.4|173|187
2690|7925|M|1|2012|7|20|79|5.9|18.1|170|188
2690|7925|M|1|2012|8|29|90|10|22|200|223
2690|7925|M|1|2012|6|21.5|70|9.2|29.4|152|163
2690|7925|M|2|2012|6|36|38|48.7|54.3|150|162
2690|7925|M|2|2012|7|21|40.5|30.6|37.4|170|190
2690|7925|M|2|2012|8|31|36|43.7|47.5|197|219
470|8008|E|1|2012|4|46|26|74.5|90.7|51|54
470|8008|E|1|2012|5|56|30|71.7|83.3|53|54
470|8008|E|2|2012|4|61.5|27|84.6|88.9|52|54
470|8008|E|2|2012|5|53|23|81.1|88.9|53|54
470|8064|E|1|2010|4|46|33|60.8|94.2|51|52
470|8064|E|1|2010|5|50.5|44.5|57.5|76.2|80|84
470|8064|E|2|2010|4|57|25|76.5|84.6|51|52
470|8064|E|2|2010|5|49|29|63.8|82.1|80|84
470|8064|E|2|2011|4|45|30|64|78.3|75|83
470|8064|E|2|2011|5|66|17.5|92.3|94.2|52|52
470|8064|E|1|2011|4|40|54|38.7|81.7|75|82
470|8064|E|1|2011|5|72.5|46.5|75|90.4|52|52
470|8064|E|1|2012|4|44|36|62.3|89.1|61|64
470|8064|E|1|2012|5|55|41.5|57.5|73.3|80|86
470|8064|E|2|2012|4|47.5|22.5|86.7|92.2|60|64
470|8064|E|2|2012|5|54.5|24|80|86|80|86
1040|8076|E|1|2010|4|72.5|42.5|80.3|88.3|66|77
1040|8076|E|1|2010|5|47|40|50.8|73.4|63|79
1040|8076|E|2|2010|4|69|40|70.8|72.7|65|77
1040|8076|E|2|2010|5|40.5|32|56.5|70.9|62|80
1040|8076|E|2|2011|4|53.5|33|64.1|79.5|64|79
1040|8076|E|2|2011|5|45|28|74.6|74.7|71|87
1040|8076|E|1|2011|4|70|43|73.1|82.5|67|80
1040|8076|E|1|2011|5|59.5|47|57.1|81.4|70|87
1040|8076|E|1|2012|4|64.5|36.5|75|80.6|52|67
