DISTRICT_NUMBER|SCHOOL_NUMBER|EMH_LEVEL|TEACHER_USID|CONTENT_AREA|YEAR|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT
470|5465|H|546509202|2|2011|45.5|5|90|86.1|30|36
470|5465|M|546506201|2|2011|75|27|77.8|75.7|36|37
470|5465|H|546509101|1|2011|50|37|55.8|64.7|43|51
470|5465|M|546508101|1|2011|58|40|67.6|77.5|37|40
470|5465|M|546506202|2|2011|59.5|25.5|78.6|73.3|28|30
470|5465|H|546510202|2|2011|58|3|95.2|87.5|21|24
470|5465|M|546506101|1|2011|79|60|75|81.8|32|33
470|5465|M|546508201|2|2011|62|20|80.6|81.6|36|38
470|5465|H|546510103|1|2011|67|46|60.7|58.1|28|31
470|5465|M|546507203|2|2011|35|31|56.5|80|23|25
470|5465|H|546510102|1|2011|58|78|41.4|38.7|29|31
470|5465|H|546510201|2|2011|49.5|9|69.2|71.4|26|28
470|5465|H|546510101|1|2011|62|44|54.2|48.1|24|27
470|5465|M|546507102|1|2011|51|75|46.9|45.5|32|33
470|5465|M|546507103|1|2011|77|70|65|61.9|20|21
470|5465|M|546507201|2|2011|46.5|21.5|75|89.2|36|37
470|5465|H|546509203|2|2011|52.5|4|91.7|93.3|36|45
470|5465|H|546510203|2|2011|60|6|90.9|88.6|33|35
470|5465|M|546508202|2|2012|62|14|82.8|93.1|29|29
470|5465|M|546508201|2|2012|62.5|14|78.6|86.7|28|30
470|5465|H|546509102|1|2012|79.5|39|50|57.1|26|28
470|5465|H|546509101|1|2012|79|48.5|60.7|64.3|28|28
470|5465|M|546506202|2|2012|43|19|52|73.1|25|26
470|5465|M|546506102|1|2012|58.5|38.5|57.1|80.6|28|31
470|5465|M|546507101|1|2012|55|61|51.9|65.5|27|29
470|5465|M|546506203|2|2012|49|12|76.9|93.1|26|29
470|5465|H|546509103|1|2012|67.5|55.5|61.1|73.7|18|19
470|5465|M|546507102|1|2012|68|43|57.1|67.7|28|31
470|5465|M|546506201|2|2012|33|15|69|87.1|29|31
470|5465|M|546506103|1|2012|58.5|46|55|68.2|20|22
470|5465|M|546508203|2|2012|59|19|75.9|80|29|30
470|5465|M|546508103|1|2012|55.5|46.5|65|71.4|20|21
470|5465|M|546507201|2|2012|39|13|75|92|20|25
470|5465|M|546507103|1|2012|48|54|55|78.3|20|23
470|5465|H|546510101|1|2012|61|37|63.6|62.9|33|35
470|5465|M|546507202|2|2012|38|17.5|69.2|79.3|26|29
470|5465|M|546507203|2|2012|40.5|17.5|62.5|64|24|25
470|5465|H|546510102|1|2012|49.5|20|78.1|78.1|32|32
470|5465|H|546509201|2|2012|34|4|88.2|88.6|34|35
470|5465|H|546510103|1|2012|56.5|29.5|61.8|61.1|34|36
470|5465|M|546508101|1|2012|63|71|51.9|65.5|27|29
470|5465|H|546509202|2|2012|53|11|80.6|84.4|31|32
470|5465|H|546510201|2|2012|51.5|2|82.1|83.3|28|30
470|5465|M|546508102|1|2012|49|58|48.5|78.8|33|33
470|5465|H|546509203|2|2012|49.5|4|88.9|88.9|18|18
470|5465|H|546510202|2|2012|50|2|89.2|89.7|37|39
470|5465|M|546506101|1|2012|59|50.5|67.9|73.3|28|30
470|5465|H|546510203|2|2012|53.5|2|85.3|85.7|34|35
470|5477|E|547704001|1|2010|40|41|53.8|85.7|13|14
470|5477|E|547705005|2|2010|48|47|44.4|70|9|10
470|5477|E|547704008|1|2010|35.5|38.5|30|81.8|10|11
470|5477|E|547704001|2|2010|52|50|53.8|64.3|13|14
470|5477|E|547705006|1|2010|64|54.5|50|40|4|5
470|5477|E|547704008|2|2010|24|45|50|60|10|15
470|5477|E|547704002|1|2010|37|38|45.5|81.8|11|11
470|5477|E|547705006|2|2010|75.5|22.5|87.5|88.9|8|9
470|5477|E|547704004|2|2010|38.5|30.5|50|77.8|6|9
470|5477|E|547704002|2|2010|31.5|31|60|83.3|10|12
470|5477|E|547705007|1|2010|78|58|81.8|81.8|11|11
470|5477|E|547704005|1|2010|44.5|47.5|35.7|56.2|14|16
470|5477|E|547704003|1|2010|15.5|44.5|16.7|66.7|6|6
470|5477|E|547705007|2|2010|67|36.5|75|78.6|12|14
470|5477|E|547705001|1|2010|69|46|70|63.6|10|11
470|5477|E|547704003|2|2010|22|33|33.3|70|9|10
470|5477|E|547705008|1|2010|48|63|33.3|50|9|10
470|5477|E|547705001|2|2010|59|38|72.2|78.9|18|19
470|5477|E|547704004|1|2010|52|42|54.5|78.6|11|14
470|5477|E|547705008|2|2010|53|31|75|83.3|12|12
470|5477|E|547705002|1|2010|91|47|55.6|70|9|10
470|5477|E|547705005|1|2010|58.5|51.5|62.5|60|8|10
470|5477|E|547705009|1|2010|59|66|45.5|41.7|11|12
470|5477|E|547705002|2|2010|57|39|44.4|72.7|9|11
470|5477|E|547705004|1|2010|83|48|100|100|13|13
470|5477|E|547705003|2|2010|52.5|25|87.5|87.5|16|16
470|5477|E|547705003|1|2010|65|57|54.5|75|11|12
470|5477|E|547704005|2|2010|23|24|46.2|78.6|13|14
470|5477|E|547704007|1|2010|26|40|42.9|72.7|7|11
470|5477|E|547704006|2|2010|15.5|48.5|0|50|6|8
470|5477|E|547704006|1|2010|52|39|66.7|72.7|9|11
470|5477|E|547705004|2|2010|60|37|85.7|75|7|8
470|5477|E|547705009|2|2010|55|32|88.9|88.9|9|9
470|5477|E|547704007|2|2010|27|26.5|50|77.8|8|9
470|5477|E|547705007|1|2011|67|47.5|60|90|10|10
470|5477|E|547704009|1|2011|62|51|45.5|63.6|11|11
470|5477|E|547704005|2|2011|52|30|55.6|60|9|10
470|5477|E|547704007|1|2011|27.5|49|30|50|10|12
470|5477|E|547704006|2|2011|33|34|42.9|87.5|7|8
470|5477|E|547704006|1|2011|30|65|14.3|57.1|7|7
470|5477|E|547704007|2|2011|56|33.5|66.7|84.6|12|13
470|5477|E|547704001|1|2011|18|53|26.7|66.7|15|16
470|5477|E|547705005|2|2011|59.5|38.5|83.3|100|6|6
470|5477|E|547704008|1|2011|48|49.5|50|87.5|8|8
470|5477|E|547704001|2|2011|41.5|46|50|57.1|6|7
470|5477|E|547705006|1|2011|72.5|55.5|83.3|100|6|7
470|5477|E|547704008|2|2011|27|35.5|30|63.6|10|11
470|5477|E|547704002|1|2011|46|49|46.7|78.9|15|19
470|5477|E|547705006|2|2011|36|26|69.2|78.6|13|14
470|5477|E|547704004|2|2011|37|33|57.9|73.7|19|20
470|5477|E|547704002|2|2011|49.5|32.5|71.4|81.2|14|16
470|5477|E|547704005|1|2011|20|64.5|25|50|4|6
470|5477|E|547705009|2|2011|42|24.5|75|91.7|12|12
470|5477|E|547704003|1|2011|53|64|28.6|57.1|7|7
470|5477|E|547705007|2|2011|53.5|36.5|75|75|8|8
470|5477|E|547705001|1|2011|31|57|40|100|5|6
470|5477|E|547704003|2|2011|34|38.5|33.3|66.7|6|6
470|5477|E|547705008|1|2011|76|57|66.7|66.7|6|6
470|5477|E|547705001|2|2011|77|29|100|100|7|7
470|5477|E|547704004|1|2011|46|55.5|37.5|56.2|16|16
470|5477|E|547705008|2|2011|62.5|28.5|92.9|86.7|14|15
470|5477|E|547705002|1|2011|83.5|63.5|75|80|8|10
470|5477|E|547705005|1|2011|50|70|38.5|60|13|15
470|5477|E|547705009|1|2011|45|61|33.3|53.8|12|13
470|5477|E|547704009|2|2011|27|31|45.5|75|11|13
470|5477|E|547705002|2|2011|36|36.5|58.3|78.6|12|14
470|5477|E|547705003|2|2011|46|29|81.8|84.6|11|13
470|5477|E|547705003|1|2011|58|67|46.7|66.7|15|15
470|5477|E|547705004|2|2011|55.5|43.5|80|72.7|10|11
470|5477|E|547705004|1|2011|75|55|66.7|80|15|15
470|5477|E|547704009|1|2012|65|59|55.6|63.6|9|11
470|5477|E|547705003|2|2012|52|38|60|68.8|15|16
470|5477|E|547705003|1|2012|66|59.5|58.3|42.9|12|14
470|5477|E|547704005|2|2012|47|30|66.7|81.2|15|16
470|5477|E|547705004|1|2012|62|52|55.6|55.6|9|9
470|5477|E|547704006|2|2012|55|46|66.7|70|9|10
470|5477|E|547704006|1|2012|58|38|77.8|88.9|9|9
470|5477|E|547704002|2|2012|45.5|40.5|57.1|60|14|15
470|5477|E|547704010|1|2012|22|56|30.8|61.5|13|13
470|5477|E|547704005|1|2012|48.5|49|50|66.7|16|18
470|5477|E|547705005|1|2012|76|47|63.6|81.8|11|11
470|5477|E|547704007|2|2012|55|45|50|50|8|8
470|5477|E|547704001|1|2012|30|49|23.1|76.9|13|13
470|5477|E|547705005|2|2012|70|26.5|66.7|83.3|6|6
470|5477|E|547704008|1|2012|34|51|33.3|80|9|10
470|5477|E|547704001|2|2012|34|45|40|54.5|10|11
470|5477|E|547705006|1|2012|73|56|54.5|66.7|11|12
470|5477|E|547704008|2|2012|48|26.5|62.5|62.5|8|8
470|5477|E|547704002|1|2012|19|49|36.4|45.5|11|11
470|5477|E|547705006|2|2012|75|27|86.7|86.7|15|15
470|5477|E|547705004|2|2012|52|32|72.7|72.7|11|11
470|5477|E|547704007|1|2012|32|61|11.1|44.4|9|9
470|5477|E|547705007|1|2012|78|65|63.6|58.3|11|12
470|5477|E|547704010|2|2012|49|49|55.6|66.7|9|9
470|5477|E|547704003|1|2012|35.5|44.5|37.5|77.8|8|9
470|5477|E|547705007|2|2012|72|28|78.6|75|14|16
470|5477|E|547705001|1|2012|80|49.5|64.3|73.3|14|15
470|5477|E|547704003|2|2012|45.5|41|57.1|71.4|14|14
470|5477|E|547705008|1|2012|61.5|53|71.4|78.6|14|14
470|5477|E|547705001|2|2012|53|30.5|68.8|88.2|16|17
470|5477|E|547704004|1|2012|42|39|46.2|69.2|13|13
470|5477|E|547705008|2|2012|49.5|40.5|70|80|10|10
470|5477|E|547705002|1|2012|78|47.5|80|80|10|10
470|5477|E|547704004|2|2012|68|33|75|66.7|12|12
470|5477|E|547704009|2|2012|29|40|50|75|6|8
470|5477|E|547705002|2|2012|24|36|33.3|66.7|9|9
470|5513|E|551304001|1|2012|19.5|64|30|60|10|15
470|5513|E|551304001|2|2012|27.5|27.5|50|62.5|10|16
470|5513|E|551304002|1|2012|31.5|54|40|66.7|10|12
470|5513|E|551304002|2|2012|74|48|55.6|90.9|9|11
470|5513|E|551304003|1|2012|25.5|38.5|25|83.3|4|6
470|5513|E|551304003|2|2012|15|80|0|36.4|5|11
470|5513|E|551304004|1|2012|43|55|37.5|77.8|8|9
470|5513|E|551304004|2|2012|17|28|33.3|55.6|9|9
470|5513|E|551304005|1|2012|31|41|44.4|60|9|10
470|5513|E|551304005|2|2012|67|32|71.4|88.9|7|9
470|5513|E|551304006|1|2012|36.5|54.5|20|63.6|10|11
470|5513|E|551304006|2|2012|34|33.5|50|72.7|10|11
470|5513|E|551304007|1|2012|23|62|9.1|33.3|11|12
470|5513|E|551304007|2|2012|50|29|62.5|70|8|10
470|5513|E|551305001|1|2012|69|49|66.7|81.2|15|16
470|5513|E|551305001|2|2012|39|36|54.5|66.7|11|12
470|5513|E|551305002|1|2012|47.5|42|50|70|6|10
470|5513|E|551305002|2|2012|59|33|61.5|85.7|13|14
470|5513|E|551305003|1|2012|48|52.5|50|71.4|10|14
470|5513|E|551305003|2|2012|55.5|18.5|75|100|8|11
470|5513|E|551305004|1|2012|61|34|60|100|10|12
470|5513|E|551305004|2|2012|79|28|100|87.5|6|8
470|5513|E|551305005|1|2012|56|39|60|83.3|10|12
470|5513|E|551305005|2|2012|61|26|55.6|77.8|9|9
470|5513|E|551305006|1|2012|38|61|42.9|70|7|10
470|5513|E|551305006|2|2012|59|19|90.9|85.7|11|14
470|5513|E|551305007|1|2012|49|38|55.6|63.6|9|11
470|5513|E|551305007|2|2012|75|28.5|87.5|80|8|10
470|5513|E|551305008|1|2012|44.5|45.5|41.7|71.4|12|14
470|5513|E|551305008|2|2012|52|38|57.1|66.7|7|9
470|5552|E|555204001|1|2010|52|68|30.8|46.7|13|15
470|5552|E|555205001|2|2010|38.5|52.5|40|36.4|10|11
470|5552|E|555204003|2|2010|32.5|53|37.5|30|8|10
470|5552|E|555204001|2|2010|75|52|60|28.6|5|14
470|5552|E|555205002|1|2010|85|62|72.7|71.4|11|14
470|5552|E|555204004|1|2010|37|60|35.7|50|14|14
470|5552|E|555204002|1|2010|57|75|25|25|8|8
470|5552|E|555205002|2|2010|54.5|61.5|25|30.8|12|13
470|5552|E|555204004|2|2010|33|59|28.6|30.8|7|13
470|5552|E|555204002|2|2010|48|53|40|20|5|10
470|5552|E|555205003|1|2010|66|60|81.8|63.6|11|11
470|5552|E|555204005|1|2010|19|55|44.4|60|9|10
470|5552|E|555204003|1|2010|24.5|64.5|25|33.3|12|12
470|5552|E|555205003|2|2010|61|43|40|60|5|5
470|5552|E|555204005|2|2010|32|66.5|33.3|27.3|6|11
470|5552|E|555205006|1|2010|56.5|71.5|50|37.5|8|8
470|5552|E|555205004|1|2010|66.5|74|50|37.5|14|16
470|5552|E|555204006|1|2010|49.5|67.5|33.3|33.3|12|12
470|5552|E|555205006|2|2010|60|61|44.4|40|9|10
470|5552|E|555205004|2|2010|53|66|45.5|30.8|11|13
470|5552|E|555204006|2|2010|51.5|62|50|18.2|6|11
470|5552|E|555205005|2|2010|49|64.5|12.5|22.2|8|9
470|5552|E|555205005|1|2010|79.5|71|66.7|33.3|6|6
470|5552|E|555204007|1|2010|29.5|56|12.5|44.4|8|9
470|5552|E|555204007|2|2010|33|67|25|22.2|4|9
470|5552|E|555205001|1|2010|88.5|70|83.3|66.7|6|6
470|5552|E|555205002|2|2011|51|59|25|25|8|8
470|5552|E|555205003|2|2011|58|62|28.6|28.6|7|7
470|5552|E|555205001|2|2011|41|74|15.4|23.1|13|13
470|5552|E|555205006|1|2011|55.5|76|35.7|42.9|14|14
470|5552|E|555205005|2|2011|33.5|52|25|33.3|8|9
470|5552|E|555205002|1|2011|60|76|22.2|55.6|9|9
470|5552|E|555205007|1|2011|73.5|79|25|25|8|8
470|5552|E|555205004|2|2011|24|75.5|0|18.2|10|11
470|5552|E|555205004|1|2011|46|76.5|37.5|60|8|10
470|5552|E|555205001|1|2011|42|85|18.2|41.7|11|12
470|5552|E|555205005|1|2011|58|79.5|33.3|33.3|12|12
470|5552|E|555205003|1|2011|53|76|9.1|16.7|11|12
470|5552|E|555204006|2|2011|50|69|40|18.2|5|11
470|5552|E|555204003|2|2011|42|56|33.3|25|9|12
470|5552|E|555204003|1|2011|30|69.5|20|45.5|10|11
470|5552|E|555204001|1|2011|40|68.5|8.3|25|12|12
470|5552|E|555204005|2|2011|54|55|55.6|23.1|9|13
470|5552|E|555204002|1|2011|54|75|22.2|30|9|10
470|5552|E|555204006|1|2011|41|78|9.1|23.1|11|13
470|5552|E|555205006|2|2011|24|59|15.4|42.9|13|14
470|5552|E|555204004|1|2011|30.5|73.5|0|18.2|10|11
470|5552|E|555204005|1|2011|29|68|9.1|25|11|12
470|5552|E|555204004|2|2011|48|52|28.6|37.5|7|8
470|5552|E|555204002|2|2011|45|59|0|0|5|9
470|5552|E|555205007|2|2011|56|54|33.3|35.7|12|14
470|5552|E|555204001|2|2011|40|56|20|33.3|5|9
470|5552|E|555204006|2|2012|25|38|40|27.3|5|11
470|5552|E|555204002|2|2012|33|43|42.9|40|7|10
470|5552|E|555204003|1|2012|19|44|12.5|62.5|8|8
470|5552|E|555204001|1|2012|2|64|0|12.5|7|8
470|5552|E|555204002|1|2012|27|61|0|22.2|7|9
470|5552|E|555205001|1|2012|77|85.5|30|16.7|10|12
470|5552|E|555204001|2|2012|11|92|0|16.7|1|12
470|5552|E|555205002|1|2012|53|65.5|25|28.6|4|7
470|5552|E|555205001|2|2012|45.5|67.5|35|40.9|20|22
470|5552|E|555205004|2|2012|53.5|67|33.3|42.9|6|7
470|5552|E|555205002|2|2012|69|61|54.5|45.5|11|11
470|5552|E|555204004|2|2012|53|50|66.7|25|3|8
470|5552|E|555205005|1|2012|55|73|23.1|42.9|13|14
470|5552|E|555205003|1|2012|60.5|77.5|28.6|28.6|14|14
470|5552|E|555204005|1|2012|16|63.5|10|45.5|10|11
470|5552|E|555205005|2|2012|44|83|28.6|11.1|7|9
470|5552|E|555205003|2|2012|32|65|27.3|15.4|11|13
470|5552|E|555204005|2|2012|21|30|40|30|5|10
470|5552|E|555204003|2|2012|80|50|100|28.6|1|7
470|5552|E|555205004|1|2012|71|73.5|58.3|46.2|12|13
470|5552|E|555204006|1|2012|16|61|0|12.5|6|8
470|5552|E|555204004|1|2012|21|62|5.9|29.4|17|17
470|5575|E|557504001|1|2010|48|39|50|81.8|8|11
470|5575|E|557505003|2|2010|40|38|50|54.5|8|11
470|5575|E|557504003|2|2010|53|33.5|83.3|100|12|14
470|5575|E|557504001|2|2010|56|29|77.8|80|9|10
470|5575|E|557505004|1|2010|36|32.5|50|81.8|10|11
470|5575|E|557504004|1|2010|59.5|48.5|57.1|62.5|14|16
470|5575|E|557504002|1|2010|58.5|37.5|62.5|75|8|8
470|5575|E|557505004|2|2010|47|16.5|75|100|4|6
470|5575|E|557504004|2|2010|69|52|71.4|77.8|7|9
470|5575|E|557504002|2|2010|63|41|84.6|86.7|13|15
470|5575|E|557505002|2|2010|42|30|44.4|60|9|10
470|5575|E|557505002|1|2010|32|46|57.1|75|7|8
470|5575|E|557504003|1|2010|46|38|45.5|83.3|11|12
470|5575|E|557505001|1|2010|51.5|39.5|75|80|12|15
470|5575|E|557505001|2|2010|71|41|72.7|72.7|11|11
470|5575|E|557505003|1|2010|38|42|40|71.4|5|7
470|5575|E|557504002|2|2011|49|23|71.4|71.4|7|7
470|5575|E|557504005|1|2011|20|51|13.3|75|15|16
470|5575|E|557505006|1|2011|83|64|77.8|84.6|9|13
470|5575|E|557505003|2|2011|46|36|80|85.7|5|7
470|5575|E|557505002|1|2011|95|67|100|90|7|10
470|5575|E|557505001|2|2011|56.5|18.5|66.7|75|6|8
470|5575|E|557505004|1|2011|89.5|69|87.5|75|8|12
470|5575|E|557505002|2|2011|82|22.5|80|90.9|10|11
470|5575|E|557505005|1|2011|95|57|77.8|100|9|10
470|5575|E|557505004|2|2011|80|21|80|100|5|9
470|5575|E|557504003|1|2011|30|56|44.4|63.6|9|11
470|5575|E|557505001|1|2011|94.5|65|75|90|8|10
470|5575|E|557504001|1|2011|48|57|23.1|73.3|13|15
470|5575|E|557504003|2|2011|53|30.5|62.5|80|8|10
470|5575|E|557504002|1|2011|40.5|50.5|50|80|10|10
470|5575|E|557504001|2|2011|45.5|42|60|81.8|10|11
470|5575|E|557504004|1|2011|16.5|52.5|0|87.5|6|8
470|5575|E|557504005|2|2011|55|33|81.8|100|11|11
470|5575|E|557504004|2|2011|58.5|25.5|60|69.2|10|13
470|5575|E|557505005|2|2011|75|30|100|100|9|13
470|5575|E|557505006|2|2011|46.5|18|75|84.6|8|13
470|5575|E|557505003|1|2011|96|56.5|83.3|87.5|6|8
470|5575|E|557504004|1|2012|47.5|54|50|44.4|8|9
470|5575|E|557504002|2|2012|55|49|36.4|61.5|11|13
470|5575|E|557504004|2|2012|71.5|42|90|81.8|10|11
470|5575|E|557505001|1|2012|94|67|88.9|88.9|9|9
470|5575|E|557504003|2|2012|76|16.5|75|100|4|4
470|5575|E|557505003|2|2012|80|34|85.7|92.9|14|14
470|5575|E|557505003|1|2012|94|57|90|90.9|10|11
470|5575|E|557504001|2|2012|55|18|100|85.7|7|7
470|5575|E|557505004|1|2012|91|42|100|88.9|9|9
470|5575|E|557505002|1|2012|92|39|90.9|100|11|11
470|5575|E|557505001|2|2012|74|32.5|90|100|10|10
470|5575|E|557505004|2|2012|81.5|25.5|100|100|8|8
470|5575|E|557505002|2|2012|70|32|100|100|12|12
470|5575|E|557505005|1|2012|88.5|57|70|90.9|10|11
470|5575|E|557504002|1|2012|29|51.5|37.5|70|8|10
470|5575|E|557505005|2|2012|72.5|43|87.5|88.9|8|9
470|5575|E|557504003|1|2012|20.5|59|25|40|8|10
470|5575|E|557504001|1|2012|32|49.5|37.5|62.5|8|8
470|5579|H|557909101|1|2010|50.5|51|42.3|56.2|26|33
470|5579|H|557909202|2|2010|61|5|83.9|88.9|31|37
470|5579|H|557910205|2|2010|56|1|90.9|90.9|33|34
470|5579|H|557909102|1|2010|47|34|61|67.4|41|46
470|5579|H|557909203|2|2010|66|4.5|85.4|86|41|51
470|5579|H|557910206|2|2010|44|1|92.5|92.9|40|43
470|5579|H|557909103|1|2010|66|48|56.5|70.6|23|34
470|5579|H|557909204|2|2010|64|3|84.4|83.3|32|36
470|5579|H|557910207|2|2010|44|2|87.8|86|41|44
470|5579|H|557909104|1|2010|56.5|26|66.7|66.7|24|30
470|5579|H|557909205|2|2010|44|4.5|78.1|84.6|32|40
470|5579|H|557910208|2|2010|61|3.5|90.3|87.9|31|34
470|5579|H|557909105|1|2010|36|33.5|52.4|63.6|42|57
470|5579|H|557909206|2|2010|61|4|87.9|86.7|33|45
470|5579|H|557910209|2|2010|55|2|85.1|81.6|47|49
470|5579|H|557909106|1|2010|57.5|38.5|67.5|78.3|40|46
470|5579|H|557909207|2|2010|51|6|78.8|82.9|33|41
470|5579|H|557910210|2|2010|44.5|1.5|86.7|84.8|30|35
470|5579|H|557909107|1|2010|71.5|68|53.1|55|32|41
470|5579|H|557909208|2|2010|65|7.5|76.5|71.4|34|42
470|5579|H|557910211|2|2010|38|1|83.8|83.8|37|37
470|5579|H|557909108|1|2010|55|27|63.6|71.1|33|46
470|5579|H|557909209|2|2010|48.5|4|81|81.2|42|48
470|5579|H|557910110|1|2010|48|39|56|53.8|25|26
470|5579|H|557909109|1|2010|46|69|42.4|54.1|33|39
470|5579|H|557909210|2|2010|58|4|77.1|88.4|35|46
470|5579|H|557910111|1|2010|57|22|63.6|60.5|33|41
470|5579|H|557909110|1|2010|42.5|50.5|52.8|67.4|36|46
470|5579|H|557909211|2|2010|48|7|83.9|78.9|31|38
470|5579|H|557910103|1|2010|67|48|55.8|55.8|52|52
470|5579|H|557909111|1|2010|55|53|54.3|64.9|35|37
470|5579|H|557909212|2|2010|37.5|3|78.1|85.7|32|43
470|5579|H|557910104|1|2010|34|77|42.9|44.4|35|36
470|5579|H|557909112|1|2010|49|25|58.6|55.9|29|34
470|5579|H|557909213|2|2010|66|4|96.4|93.5|28|31
470|5579|H|557910105|1|2010|39|10|65.2|64.6|46|49
470|5579|H|557909113|1|2010|50|39|60.5|64.4|38|46
470|5579|H|557910203|2|2010|51|2|89.8|88.2|49|52
470|5579|H|557909201|2|2010|46.5|8|70.6|73.3|34|47
470|5579|H|557910102|1|2010|55|6|72.7|74.3|33|35
470|5579|H|557910204|2|2010|49.5|1|87.5|87.5|32|33
470|5579|H|557910107|1|2010|51|19|69|67.4|42|45
470|5579|H|557910101|1|2010|51|5|79.5|78.3|44|46
470|5579|H|557910109|1|2010|48|34|60.5|61.4|43|44
470|5579|H|557910108|1|2010|51|36|53.8|51.2|39|44
470|5579|H|557910201|2|2010|56|1|100|100|37|40
470|5579|H|557910106|1|2010|48|53|55.3|53.7|38|42
470|5579|H|557910202|2|2010|43.5|1|94.4|94.6|36|38
470|5579|H|557909211|2|2011|64|10.5|73.3|75.7|30|37
470|5579|H|557910105|1|2011|57|24|57.6|55.6|33|36
470|5579|H|557910104|1|2011|66|52.5|48.6|47.2|35|37
470|5579|H|557910103|1|2011|63|9|68.5|67.8|54|59
470|5579|H|557910106|1|2011|63|19|66|65.3|47|52
470|5579|H|557909105|1|2011|45|65|45.2|57.9|31|38
470|5579|H|557909101|1|2011|60|68.5|41.2|65.9|34|42
470|5579|H|557910107|1|2011|56|29|67.6|68.3|37|41
470|5579|H|557909106|1|2011|51|61|48.5|60.5|33|38
470|5579|H|557909102|1|2011|55|61|41.9|57.1|31|35
470|5579|H|557909212|2|2011|53|6|86.5|80.4|37|46
470|5579|H|557909107|1|2011|46.5|23|53.3|63.9|30|36
470|5579|H|557909103|1|2011|55|61|45.5|59.5|33|38
470|5579|H|557909213|2|2011|56|7|81.5|82.9|27|41
470|5579|H|557909108|1|2011|60|75|39.4|52.3|33|44
470|5579|H|557909104|1|2011|49|63|50|56.5|36|46
470|5579|H|557910110|1|2011|59.5|40|61.1|62.2|36|37
470|5579|H|557909109|1|2011|53|64|37.1|51.1|35|45
470|5579|H|557909210|2|2011|57|7|89.2|86.7|37|46
470|5579|H|557910111|1|2011|56|8|63.4|65.1|41|44
470|5579|H|557909110|1|2011|51|64.5|39.5|51.9|38|52
470|5579|H|557910112|1|2011|58|37|63.6|61.1|33|36
470|5579|H|557910209|2|2011|53|3|93.5|94.1|31|34
470|5579|H|557910108|1|2011|65.5|36|60.4|60.4|48|49
470|5579|H|557910201|2|2011|64|3|80|81.2|45|49
470|5579|H|557910210|2|2011|61.5|1.5|88.2|88.6|34|35
470|5579|H|557910109|1|2011|58|11|70.5|72.3|44|47
470|5579|H|557910202|2|2011|63|1.5|92.9|91.3|42|46
470|5579|H|557910212|2|2011|62.5|1|90|88.1|40|43
470|5579|H|557909113|1|2011|52|41.5|52.9|63.4|34|41
470|5579|H|557910203|2|2011|66|1|77.5|76.7|40|43
470|5579|H|557909201|2|2011|57|22|62.2|65.3|45|49
470|5579|H|557910102|1|2011|62|28|58.8|58.3|34|37
470|5579|H|557910204|2|2011|54|1|80.6|78.9|36|38
470|5579|H|557909202|2|2011|68|13.5|81.2|80|32|40
470|5579|H|557910206|2|2011|50.5|1|91.7|91.9|36|38
470|5579|H|557910205|2|2011|64|1|91.4|91.7|35|37
470|5579|H|557909203|2|2011|63|10|76.5|81.4|34|43
470|5579|H|557910207|2|2011|58|1|91.9|92.1|37|39
470|5579|H|557909205|2|2011|55.5|8|80.6|85.1|36|47
470|5579|H|557909204|2|2011|62|6|92|93.3|25|30
470|5579|H|557910211|2|2011|58.5|2|82.6|82.6|46|46
470|5579|H|557909206|2|2011|48.5|9.5|71.4|64.7|28|34
470|5579|H|557909209|2|2011|54|7|80|80.9|40|48
470|5579|H|557909208|2|2011|64|3|81|81.2|21|32
470|5579|H|557910208|2|2011|58.5|3|97.2|97.4|36|40
470|5579|H|557909111|1|2011|47.5|30|55.9|71.8|34|39
470|5579|H|557910101|1|2011|65|6|65.5|64.5|29|32
470|5579|H|557909207|2|2011|68|7.5|87.9|86.8|33|39
470|5579|H|557909112|1|2011|59.5|36.5|66.7|63.9|30|36
470|5579|H|557909211|2|2012|54|5|87.1|90.2|31|41
470|5579|H|557909212|2|2012|55|3.5|84.2|89.1|38|46
470|5579|H|557909206|2|2012|40|3|82.8|86.5|29|37
470|5579|H|557909205|2|2012|54|3|93.8|92.3|32|39
470|5579|H|557909204|2|2012|44|4|88|90.6|25|32
470|5579|H|557909203|2|2012|50|2.5|85.7|82.4|42|51
470|5579|H|557909202|2|2012|55|4|81.5|84.4|27|32
470|5579|H|557910110|1|2012|58|33.5|56.8|56.5|44|46
470|5579|H|557909109|1|2012|58.5|23.5|75|76.9|28|39
470|5579|H|557909210|2|2012|39.5|4|85.7|91.9|28|37
470|5579|H|557910111|1|2012|46.5|34|52.9|51.4|34|35
470|5579|H|557909110|1|2012|59.5|63|46.7|55.9|30|34
470|5579|H|557910112|1|2012|57.5|24|61.9|60.5|42|43
470|5579|H|557909207|2|2012|56|7|80.9|83.6|47|55
470|5579|H|557909111|1|2012|63|34|60.9|72.7|23|33
470|5579|H|557910201|2|2012|55.5|3|89.1|87.5|46|48
470|5579|H|557909208|2|2012|64|2|90.3|84.6|31|39
470|5579|H|557909112|1|2012|55|64|45.2|55|31|40
470|5579|H|557910202|2|2012|53|2|88.1|88.1|42|42
